scrubbed_species_binomial,verbatim_family,verbatim_scientific_name,family_matched,name_matched,name_matched_author,higher_plant_group,scrubbed_taxonomic_status,scrubbed_family,scrubbed_author,latitude,longitude,date_collected,datasource,dataset,dataowner,custodial_institution_codes,collection_code,datasource_id,is_new_world
Ludwigia sericea,Onagraceae,Ludwigia sericea (Cambess. ex St.Hil.) H.Hara,Onagraceae,Ludwigia sericea,(Cambess.) H. Hara,flowering plants,Accepted,Onagraceae,(Cambess.) H. Hara,-20.789722,-51.621,1998-10-12,GBIF,Fundação Universidade Federal de Mato Grosso do Sul (UFMS),Fundação Universidade Federal de Mato Grosso do Sul (UFMS),Fundação Universidade Federal de Mato Grosso do Sul (UFMS),CGMS,2258,1
Psychotria schlechtendaliana,Rubiaceae,Psychotria schlechtendaliana Müll.Arg.,Rubiaceae,Psychotria schlechtendaliana,Müll. Arg.,flowering plants,Accepted,Rubiaceae,Müll. Arg.,,,2011-01-01,GBIF,Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),ALCB,2879,1
Machaerium oblongifolium,Fabaceae,Machaerium oblongifolium Vogel,Fabaceae,Machaerium oblongifolium,Vogel,flowering plants,Accepted,Fabaceae,Vogel,-22.8925,-42.865833,2017-03-21,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Justicia parabolica,ACANTHACEAE,Justicia parabolica (Nees) Profice,Acanthaceae,Justicia parabolica,(Nees) Profice,flowering plants,No opinion,Acanthaceae,(Nees) Profice,,,2010-06-24,SpeciesLink,JBRJ,JBRJ,JBRJ,JBRJ_RB,249,1
,Convolvulaceae,Jacquemontia Choisy,Convolvulaceae,Jacquemontia,,flowering plants,Accepted,Convolvulaceae,,-22.435833,-43.121944,2017-09-07,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Meliosma palustre,Sabiaceae,Meliosma palustre Kuhlm.,Sabiaceae,Meliosma palustre,Kuhlm.,flowering plants,No opinion,Sabiaceae,Kuhlm.,-3.3783,-68.8725,1986-11-24,GBIF,IAC,IAC,IAC,IAC,3493,1
Geissospermum sericeum,Apocynaceae,Apocynaceae Geissospermum sericeum,Apocynaceae,Geissospermum sericeum,Benth. & Hook. f. ex Miers,flowering plants,Accepted,Apocynaceae,Benth. & Hook. f. ex Miers,-1.78128,-51.59084,2006-11-15,TEAM,Caxiuanã,Fernanda Santos,,,36,1
Aeschynomene evenia,Fabaceae,Aeschynomene evenia Wright,Fabaceae,Aeschynomene evenia,C. Wright,flowering plants,Accepted,Fabaceae,C. Wright,-0.7898,-48.520506,2014-09-18,GBIF,UEPA,UEPA,UEPA,MFS,1490,1
,Cyperaceae,Cyperus L.,Cyperaceae,Cyperus,L.,flowering plants,Accepted,Cyperaceae,L.,,,1989-02-12,GBIF,Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),"Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",2095,1
,,Plantae,Plantaginaceae,Plantago,L.,flowering plants,Accepted,Plantaginaceae,L.,-25.388194,-49.002472,2014-02-24,GBIF,PNFM,PNFM,PNFM,IRAI,1954,1
Cordia sellowiana,boraginaceae,cordia sellowiana,Boraginaceae,Cordia sellowiana,Cham.,flowering plants,Accepted,Boraginaceae,Cham.,-23.3596,-48.9209,2001-06-07,SpeciesLink,FAPESP,FAPESP,FAPESP,SinBiota,196,1
Pouteria virescens,Sapotaceae,Sapotaceae Pouteria virescens,Sapotaceae,Pouteria virescens,Baehni,flowering plants,Accepted,Sapotaceae,Baehni,,,2006-04-18,TEAM,Manaus,Eduardo Eler,,,42,1
Mouriri vernicosa,Melastomataceae,Mouriri vernicosa Naud.,Melastomataceae,Mouriri vernicosa,Naudin,flowering plants,Accepted,Melastomataceae,Naudin,1,-51.67,1987-10-02,GBIF,K,K,K,Herbarium,3716,1
Genipa americana,Rubiaceae,Genipa americana L.,Rubiaceae,Genipa americana,L.,flowering plants,Accepted,Rubiaceae,L.,-2.450689,-54.700256,,GBIF,UEPA,UEPA,UEPA,MFS,1490,1
Guapira campestris,Nyctaginaceae,Guapira campestris (Netto) Lundell,Nyctaginaceae,Guapira campestris,(Netto) Lundell,flowering plants,Accepted,Nyctaginaceae,(Netto) Lundell,-6.132222,-35.235,2011-02-11,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Psidium myrtoides,Myrtaceae,Psidium myrtoides O.Berg,Myrtaceae,Psidium myrtoides,O. Berg,flowering plants,Accepted,Myrtaceae,O. Berg,-22.86372,-47.08676,1994-01-26,GBIF,IAC,IAC,IAC,IAC,3493,1
Sematophyllum swartzii,Sematophyllaceae,"Sematophyllum swartzii W.H.Welch & H.Crum, 1959",Sematophyllaceae,Sematophyllum swartzii,(Schwägr.) W.H. Welch & H.A. Crum,bryophytes,Accepted,Sematophyllaceae,(Schwägr.) W.H. Welch & H.A. Crum,-23.774444,-46.306111,2010-07-11,GBIF,UnB,UnB,UnB,UB,3120,1
Casearia sylvestris,Flacourtiaceae,Casearia sylvestris,Salicaceae,Casearia sylvestris,Sw.,flowering plants,Accepted,Salicaceae,Sw.,,,1939-09-20,SpeciesLink,IAC,IAC,IAC,IAC,1365,1
Anacardium parvifolium,Anacardiaceae,Anacardiaceae Anacardium parvifolium,Anacardiaceae,Anacardium parvifolium,Ducke,flowering plants,Accepted,Anacardiaceae,Ducke,-2.9289898,-59.9468382,2005-08-17,TEAM,Manaus,Eduardo Eler,,,42,1
Oxalis psoraleoides,Oxalidaceae,Oxalis psoraleoides Kunth,Oxalidaceae,Oxalis psoraleoides,Kunth,flowering plants,Accepted,Oxalidaceae,Kunth,-9.333333,-38.483333,2004-06-07,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
,Cyperaceae,Cyperaceae,Cyperaceae,Cyperaceae,Juss.,flowering plants,Accepted,Cyperaceae,Juss.,-12.616667,-56.366667,1997-06-12,SpeciesLink,UNICAMP,UNICAMP,UNICAMP,UEC,1030,1
Ferdinandusa edmundoi,Rubiaceae,Ferdinandusa edmundoi Sucre,Rubiaceae,Ferdinandusa edmundoi,Sucre,flowering plants,Accepted,Rubiaceae,Sucre,-20.179444,-43.444167,2016-03-15,GBIF,Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),BHCB,2515,1
Paypayrola blanchetiana,Violaceae,Paypayrola blanchetiana,Violaceae,Paypayrola blanchetiana,Tul.,flowering plants,Accepted,Violaceae,Tul.,-8.227778,-35.065556,2003-04-22,SpeciesLink,IPA,IPA,IPA,IPA,894,1
Chamaecrista cathartica,Fabaceae,Chamaecrista cathartica (Mart.) H.S.Irwin & Barneby,Fabaceae,Chamaecrista cathartica,(Mart.) H.S. Irwin & Barneby,flowering plants,Accepted,Fabaceae,(Mart.) H.S. Irwin & Barneby,-21.502,-46.3353,1980-10-15,GBIF,UNICAMP,UNICAMP,UNICAMP,UEC,2136,1
Leandra acutiflora,Melastomataceae,Leandra acutiflora Cogn.,Melastomataceae,Leandra acutiflora,(Naudin) Cogn.,flowering plants,Accepted,Melastomataceae,(Naudin) Cogn.,-27.025833,-49.104722,2013-02-25,GBIF,"Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB","Universidade Regional de Blumenau, FURB",FURB,1646,1
Trichilia pallida,Meliaceae,Trichilia pallida Sw.,Meliaceae,Trichilia pallida,Sw.,flowering plants,Accepted,Meliaceae,Sw.,-22.789133,-53.317272,,GBIF,UEM,UEM,UEM,HUEM,2180,1
Alternanthera brasiliana,Amaranthaceae,Alternanthera brasiliana Kuntze,Amaranthaceae,Alternanthera brasiliana,(L.) Kuntze,flowering plants,Accepted,Amaranthaceae,(L.) Kuntze,-6.300008,-40.140003,2014-04-03,GBIF,"Universidade Federal do Ceará, UFC","Universidade Federal do Ceará, UFC","Universidade Federal do Ceará, UFC",EAC,2420,1
Sida galheirensis,Malvaceae,Sida galheirensis Ulbr.,Malvaceae,Sida galheirensis,Ulbr.,flowering plants,Accepted,Malvaceae,Ulbr.,-9.421944,-39.470278,2012-03-23,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
,Myrtaceae,Eugenia,Myrtaceae,Eugenia,L.,flowering plants,Accepted,Myrtaceae,L.,,,1948-11-12,SpeciesLink,IAC,IAC,IAC,IAC,1365,1
Licania heteromorpha,Chrysobalanaceae,Licania heteromorpha var. glabra (Hook.f.) Prance,Chrysobalanaceae,Licania heteromorpha var. glabra,(Mart. ex Hook. f.) Prance,flowering plants,Accepted,Chrysobalanaceae,(Mart. ex Hook. f.) Prance,-1.833333,-65.72,1982-11-04,GBIF,Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),"Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",2095,1
Dalbergia foliolosa,Fabaceae,Dalbergia foliolosa Benth.,Fabaceae,Dalbergia foliolosa,Benth.,flowering plants,Accepted,Fabaceae,Benth.,,,2013-07-16,GBIF,Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),BHCB,2515,1
,Melastomataceae,Tibouchina Aubl.,Melastomataceae,Tibouchina,Aubl.,flowering plants,Accepted,Melastomataceae,Aubl.,-20.269444,-43.855,2016-12-01,GBIF,Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),BHCB,2515,1
,Lamiaceae,Oocephalus tenuithyrsus Harley,Lamiaceae,Oocephalus,(Benth.) Harley & J.F.B. Pastore,flowering plants,Accepted,Lamiaceae,(Benth.) Harley & J.F.B. Pastore,-13.3,-41.85,1992-03-02,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
,Bignoniaceae,Bignoniaceae,Bignoniaceae,Bignoniaceae,Juss.,flowering plants,Accepted,Bignoniaceae,Juss.,-10.738333,-37.811111,2011-02-11,GBIF,"Universidade Federal de Sergipe, UFS","Universidade Federal de Sergipe, UFS","Universidade Federal de Sergipe, UFS",ASE,3114,1
Elaphoglossum tectum,Dryopteridaceae,Elaphoglossum tectum (Willd.) T.Moore,Dryopteridaceae,Elaphoglossum tectum,(Humb. & Bonpl. ex Willd.) T. Moore,ferns and allies,Accepted,Dryopteridaceae,(Humb. & Bonpl. ex Willd.) T. Moore,-17.929417,-43.846167,2008-06-19,GBIF,Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),BHCB-SL,2515,1
Sida cordifolia,Malvaceae,Sida cordifolia L.,Malvaceae,Sida cordifolia,L.,flowering plants,Accepted,Malvaceae,L.,-12.7275,-39.181944,2016-02-23,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Stachytarpheta radlkoferiana,Verbenaceae,Stachytarpheta radlkoferiana Mansf.,Verbenaceae,Stachytarpheta radlkoferiana,Mansf.,flowering plants,Accepted,Verbenaceae,Mansf.,-13.333333,-41.85,1992-03-24,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
Sebastiania macrocarpa,Euphorbiaceae,Sebastiania macrocarpa,Euphorbiaceae,Sebastiania macrocarpa,Müll. Arg.,flowering plants,Accepted,Euphorbiaceae,Müll. Arg.,-7.907308,-37.092142,2009-04-14,SpeciesLink,UNIVASF,UNIVASF,UNIVASF,HVASF,786,1
,Poaceae,Sacciolepis Nash,Poaceae,Sacciolepis,Nash,flowering plants,Accepted,Poaceae,Nash,-15.516944,-45.391944,2016-11-23,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Trixis vauthieri,Asteraceae,Trixis cf. vauthieri,Asteraceae,Trixis vauthieri,DC.,flowering plants,Accepted,Asteraceae,DC.,-11.671667,-41.020833,2006-12-09,SpeciesLink,UFBA,UFBA,UFBA,ALCB,1028,1
Tapirira guianensis,Anacardiaceae,Tapirira guianensis Aubl.,Anacardiaceae,Tapirira guianensis,Aubl.,flowering plants,Accepted,Anacardiaceae,Aubl.,-20.716667,-42.016667,1988-09-18,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
,Verbenaceae,Lantana L.,Verbenaceae,Lantana,L.,flowering plants,Accepted,Verbenaceae,L.,-12.733333,-38.15,1983-07-14,GBIF,Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),ALCB,2879,1
Glinus radiatus,Molluginaceae,Glinus radiatus,Molluginaceae,Glinus radiatus,(Ruiz & Pav.) Rohrb.,flowering plants,Accepted,Molluginaceae,(Ruiz & Pav.) Rohrb.,-8.157611,-37.611583,2010-11-27,SpeciesLink,UNIVASF,UNIVASF,UNIVASF,HVASF,786,1
Croton sellowii,Euphorbiaceae,Croton sellowii Baill.,Euphorbiaceae,Croton sellowii,Baill.,flowering plants,Accepted,Euphorbiaceae,Baill.,-8.717519,-35.094056,2001-09-26,GBIF,UFRPE,UFRPE,UFRPE,PEUFR,2469,1
Anemia buniifolia,Anemiaceae,Anemia buniifolia (Gardn.) T.Moore,Anemiaceae,Anemia buniifolia,(Gardner) T. Moore,ferns and allies,Accepted,Anemiaceae,(Gardner) T. Moore,-15.405833,-55.836111,2011-02-28,GBIF,Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),BHCB-SL,2515,1
Sida linifolia,Malvaceae,Sida linifolia Cav.,Malvaceae,Sida linifolia,Cav.,flowering plants,Accepted,Malvaceae,Cav.,-11.162778,-40.497222,2009-04-20,GBIF,Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),ALCB,2879,1
,Xyridaceae,Xyridaceae,Xyridaceae,Xyridaceae,C. Agardh,flowering plants,Accepted,Xyridaceae,C. Agardh,-14.174444,-47.610278,2001-06-15,GBIF,UnB,UnB,UnB,UB,3120,1
,Styracaceae,Styrax,Styracaceae,Styrax,L.,flowering plants,Accepted,Styracaceae,L.,-12,-41,1997-02-28,SpeciesLink,UFBA,UFBA,UFBA,ALCB,1028,1
Pouteria torta,Sapotaceae,Pouteria torta subsp. glabra T.D. Penn.,Sapotaceae,Pouteria torta subsp. glabra,T.D. Penn.,flowering plants,Accepted,Sapotaceae,T.D. Penn.,,,1984-12-30,MO,MO,MO,MO,,280,1
Ruizterania cassiquiarensis,Vochysiaceae,Ruizterania cassiquiarensis (Spruce ex Warm.) Marcano-Berti,Vochysiaceae,Ruizterania cassiquiarensis,(Spruce ex Warm.) Marc.-Berti,flowering plants,Accepted,Vochysiaceae,(Spruce ex Warm.) Marc.-Berti,-2.883333,-59.97,1995-11-02,GBIF,Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),"Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",2095,1
Ipomoea setifera,Convolvulaceae,Ipomoea setifera Poir.,Convolvulaceae,Ipomoea setifera,Poir.,flowering plants,Accepted,Convolvulaceae,Poir.,-5,-37.372222,1973-08-23,GBIF,UFERSA,UFERSA,UFERSA,MOSS,1570,1
Deguelia angulata,Fabaceae,Deguelia angulata (Ducke) A.M.G.Azevedo & R.A.Camargo,Fabaceae,Deguelia angulata,(Ducke) A.M.G. Azevedo & R.A. Camargo,flowering plants,Accepted,Fabaceae,(Ducke) A.M.G. Azevedo & R.A. Camargo,-4.0421,-69.353,2012-08-14,GBIF,UNICAMP,UNICAMP,UNICAMP,UEC,2136,1
,Cyperaceae,Cyperus L.,Cyperaceae,Cyperus,L.,flowering plants,Accepted,Cyperaceae,L.,,,2015-05-25,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
,Rutaceae,Rutaceae,Rutaceae,Rutaceae,Juss.,flowering plants,Accepted,Rutaceae,Juss.,-15.391667,-39.565278,2006-06-06,GBIF,Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),CEPEC,2724,1
,ARACEAE,Anthurium,Araceae,Anthurium,Schott,flowering plants,Accepted,Araceae,Schott,-21.006944,-41.209722,2007-04-26,SpeciesLink,MBML,MBML,MBML,MBML-Herbario,125,1
,Malvaceae,Quararibea Aubl.,Malvaceae,Quararibea,Aubl.,flowering plants,Accepted,Malvaceae,Aubl.,-10.8339,-52.8731,,GBIF,F,F,F,Botany,3567,1
Mollinedia uleana,monimiaceae,mollinedia uleana,Monimiaceae,Mollinedia uleana,Perkins,flowering plants,Accepted,Monimiaceae,Perkins,-23.7281,-47.1147,2000-03-01,SpeciesLink,FAPESP,FAPESP,FAPESP,SinBiota,196,1
Swartzia langsdorffii,Fabaceae,Swartzia langsdorffii Raddi,Fabaceae,Swartzia langsdorffii,Raddi,flowering plants,Accepted,Fabaceae,Raddi,-22.922778,-43.996389,2017-04-25,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
,Rubiaceae,Psychotria L.,Rubiaceae,Psychotria,L.,flowering plants,Accepted,Rubiaceae,L.,,,2004-04-11,GBIF,UFPB,UFPB,UFPB,JPB,3165,1
Stigmaphyllon bannisterioides,Malpighiaceae,Stigmaphyllon bannisterioides (L.) C.E.Anderson,Malpighiaceae,Stigmaphyllon bannisterioides,(L.) C.E. Anderson,flowering plants,Accepted,Malpighiaceae,(L.) C.E. Anderson,-0.94225,-46.726,2008-02-09,GBIF,Universidade Federal do Pará (UFPA),Universidade Federal do Pará (UFPA),Universidade Federal do Pará (UFPA),HBRA,1766,1
Gymnopogon foliosus,Poaceae,Gymnopogon foliosus (Willd.) Nees,Poaceae,Gymnopogon foliosus,(Willd.) Nees,flowering plants,Accepted,Poaceae,(Willd.) Nees,-15.929722,-47.899444,2008-03-07,GBIF,Jardim Botânico de Brasília (JBB),Jardim Botânico de Brasília (JBB),Jardim Botânico de Brasília (JBB),HEPH,2371,1
Heisteria spruceana,Erythropalaceae,Heisteria spruceana Engl.,Olacaceae,Heisteria spruceana,Engl.,flowering plants,Accepted,Olacaceae,Engl.,-10.8339,-52.8731,,GBIF,F,F,F,Botany,3567,1
Baccharis subdentata,Asteraceae,Baccharis subdentata DC.,Asteraceae,Baccharis subdentata,DC.,flowering plants,Accepted,Asteraceae,DC.,-20.093056,-43.983611,1997-08-12,GBIF,Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),BHCB,2515,1
Miconia prasina,Melastomataceae,Miconia prasina,Melastomataceae,Miconia prasina,(Sw.) DC.,flowering plants,Accepted,Melastomataceae,(Sw.) DC.,-8.494444,-35.695833,1996-05-21,SpeciesLink,UFRPE,UFRPE,UFRPE,PEUFR,1305,1
Stigmaphyllon tomentosum,Malpighiaceae,Stigmaphyllon tomentosum A.Juss.,Malpighiaceae,Stigmaphyllon tomentosum,A. Juss.,flowering plants,Accepted,Malpighiaceae,A. Juss.,-24.32,-46.9983,1947-06-07,GBIF,IAC,IAC,IAC,IAC,3493,1
Myrsine coriacea,Primulaceae,Myrsine coriacea R.Br.,Primulaceae,Myrsine coriacea,(Sw.) R. Br.,flowering plants,No opinion,Primulaceae,(Sw.) R. Br.,-28.240555,-48.670556,1995-06-27,GBIF,UNESC,UNESC,UNESC,CRI,2747,1
Micropholis gardneriana,Sapotaceae,Micropholis gardneriana,Sapotaceae,Micropholis gardneriana,(A. DC.) Pierre,flowering plants,Accepted,Sapotaceae,(A. DC.) Pierre,-12.5069444444,-41.3730555556,2000-03-26,SpeciesLink,UESB,UESB,UESB,HUESB,1224,1
,Violaceae,Hybanthus Jacq.,Violaceae,Hybanthus,Jacq.,flowering plants,Accepted,Violaceae,Jacq.,-17.613222,-41.963694,2004-02-10,GBIF,Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),BHCB,2515,1
Coussarea albescens,Rubiaceae,Coussarea albescens Müll.Arg.,Rubiaceae,Coussarea albescens,(DC.) Müll. Arg.,flowering plants,Accepted,Rubiaceae,(DC.) Müll. Arg.,-12.166667,-37.966667,,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
Mabea subsessilis,Euphorbiaceae,Mabea subsessilis,Euphorbiaceae,Mabea subsessilis,Pax & K. Hoffm.,flowering plants,Accepted,Euphorbiaceae,Pax & K. Hoffm.,-1.033333,-60,1986-01-01,SpeciesLink,INPA,INPA,INPA,INPA-Herbario,619,1
,Orchidaceae,Habenaria Willd.,Orchidaceae,Habenaria,Willd.,flowering plants,Accepted,Orchidaceae,Willd.,,,2013-08-03,GBIF,"Universidade Federal de Sergipe, UFS","Universidade Federal de Sergipe, UFS","Universidade Federal de Sergipe, UFS",ASE,3114,1
Leiothrix sclerophylla,Eriocaulaceae,Leiothrix sclerophylla Silveira,Eriocaulaceae,Leiothrix sclerophylla,Silveira,flowering plants,Accepted,Eriocaulaceae,Silveira,-19.124278,-44.353722,,GBIF,FZB-BH,FZB-BH,FZB-BH,BHZB,3177,1
Macromitrium punctatum,Orthotrichaceae,"Macromitrium punctatum Bridel, 1826",Orthotrichaceae,Macromitrium punctatum,(Hook. & Grev.) Brid.,bryophytes,Accepted,Orthotrichaceae,(Hook. & Grev.) Brid.,-12.854444,-39.475556,2015-09-17,GBIF,Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),ALCB,2879,1
Ichthyothere rufa,Asteraceae,Ichthyothere rufa Gardner,Asteraceae,Ichthyothere rufa,Gardner,flowering plants,Accepted,Asteraceae,Gardner,-12.81666,-51.76666,1968-01-01,MO,MO,MO,MO,,280,1
Bernardia axillaris,Euphorbiaceae,Bernardia axillaris Müll.Arg.,Euphorbiaceae,Bernardia axillaris,(Spreng.) Müll. Arg.,flowering plants,Accepted,Euphorbiaceae,(Spreng.) Müll. Arg.,-10.8339,-52.8731,,GBIF,F,F,F,Botany,3567,1
Solanum viscosissimum,Solanaceae,Solanum viscosissimum Sendtn.,Solanaceae,Solanum viscosissimum,Sendtn.,flowering plants,Accepted,Solanaceae,Sendtn.,-15.77972,-47.92944,1966-07-12,NY,NY,NY,NY,Herbarium,104,1
Miconia ciliata,Melastomataceae,Miconia ciliata (Rich.) DC.,Melastomataceae,Miconia ciliata,(Rich.) DC.,flowering plants,Accepted,Melastomataceae,(Rich.) DC.,-1.05,-48.11666,1980-03-29,MO,MO,MO,MO,,280,1
,Poaceae,Poaceae,Poaceae,Poaceae,Barnhart,flowering plants,Accepted,Poaceae,Barnhart,-20.611944,-40.381944,1997-03-23,SpeciesLink,UFES,UFES,UFES,VIES,1307,1
Pourouma guianensis,Urticaceae,Urticaceae Pourouma guianensis,Urticaceae,Pourouma guianensis,Aubl.,flowering plants,Accepted,Urticaceae,Aubl.,-2.4313394,-59.794235,2006-08-31,TEAM,Manaus,Eduardo Eler,,,42,1
Myrcia splendens,Myrtaceae,Myrcia splendens DC.,Myrtaceae,Myrcia splendens,(Sw.) DC.,flowering plants,Accepted,Myrtaceae,(Sw.) DC.,-12.844444,-60.068611,2013-12-05,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Davilla cuspidulata,Dilleniaceae,Davilla cuspidulata Mart. ex Eichler,Dilleniaceae,Davilla cuspidulata,Mart. ex Eichler,flowering plants,Accepted,Dilleniaceae,Mart. ex Eichler,-2.883333,-59.97,1996-10-23,GBIF,Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),"Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",2095,1
Ziziphus joazeiro,Rhamnaceae,Ziziphus joazeiro Mart.,Rhamnaceae,Ziziphus joazeiro,Mart.,flowering plants,Accepted,Rhamnaceae,Mart.,-11.55,-37.783333,2013-07-20,GBIF,Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),ALCB,2879,1
Philodendron acutatum,Araceae,Philodendron acutatum,Araceae,Philodendron acutatum,Schott,flowering plants,Accepted,Araceae,Schott,-0.9185,-46.6749,,SpeciesLink,UFPA,UFPA,UFPA,OBIS_BR,1145,1
Aniba firmula,LAURACEAE,Aniba firmula (Nees & Mart.) Mez,Lauraceae,Aniba firmula,(Nees & Mart.) Mez,flowering plants,Accepted,Lauraceae,(Nees & Mart.) Mez,-22.2761111,-42.8436111,2005-10-11,SpeciesLink,JBRJ,JBRJ,JBRJ,JBRJ_RB,249,1
Nectandra reticulata,Lauraceae,Nectandra reticulata Mez,Lauraceae,Nectandra reticulata,Mez,flowering plants,Accepted,Lauraceae,Mez,-10,-55,,GBIF,SNSB-M,SNSB-M,SNSB-M,BSMvplantscoll,1972,1
Myrsine umbellata,Primulaceae,Rapanea umbellata,Primulaceae,Rapanea umbellata,(Mart.) Mez,flowering plants,Accepted,Primulaceae,Mart.,-30.101167,-51.328056,1992-05-30,SpeciesLink,PUCRS,PUCRS,PUCRS,MPUC,681,1
Tibouchina oreophila,Melastomataceae,Tibouchina oreophila Wurdack,Melastomataceae,Tibouchina oreophila,Wurdack,flowering plants,No opinion,Melastomataceae,Wurdack,-13.516667,-41.833333,2003-04-19,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
Campovassouria cruciata,Asteraceae,Campovassouria cruciata (Vell.) R. M. King & H. Rob.,Asteraceae,Campovassouria cruciata,(Vell.) R.M. King & H. Rob.,flowering plants,Accepted,Asteraceae,(Vell.) R.M. King & H. Rob.,-26.48444,-51.99056,1966-12-13,NY,NY,NY,NY,Herbarium,104,1
Pitcairnia flammea,Bromeliaceae,Pitcairnia flammea var. floccosa L.B.Sm.,Bromeliaceae,Pitcairnia flammea var. floccosa,L.B. Sm.,flowering plants,Accepted,Bromeliaceae,L.B. Sm.,-10.8339,-52.8731,,GBIF,F,F,F,Botany,3567,1
Rudgea hostmanniana,Rubiaceae,Rudgea maypurensis Standl.,Rubiaceae,Rudgea maypurensis,Standl.,flowering plants,Accepted,Rubiaceae,(Standl.) Zappi,1.533333,-62.8,1984-02-02,NY,NY,NY,NY,Herbarium,104,1
Averrhoidium gardnerianum,Sapindaceae,Averrhoidium gardnerianum Baill.,Sapindaceae,Averrhoidium gardnerianum,Baill.,flowering plants,Accepted,Sapindaceae,Baill.,-9.071472,-38.104806,2009-01-29,GBIF,UNIVASF,UNIVASF,UNIVASF,HVASF,1825,1
Paullinia weinmanniifolia,Sapindaceae,Paullinia weinmanniifolia Mart.,Sapindaceae,Paullinia weinmanniifolia,A.Gray,flowering plants,No opinion,Sapindaceae,A.Gray,-22.95,-42.081944,2005-07-11,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
,Apocynaceae,Secondatia,Apocynaceae,Secondatia,A. DC.,flowering plants,Accepted,Apocynaceae,A. DC.,-2.883333,-59.966667,1994-01-01,SpeciesLink,INPA,INPA,INPA,INPA-Herbario,619,1
Naucleopsis caloneura,Moraceae,Moraceae Naucleopsis caloneura,Moraceae,Naucleopsis caloneura,(Huber) Ducke,flowering plants,Accepted,Moraceae,(Huber) Ducke,-2.4313394,-59.794235,2006-08-30,TEAM,Manaus,Eduardo Eler,,,42,1
,Myrtaceae,Myrtaceae,Myrtaceae,Myrtaceae,Juss.,flowering plants,Accepted,Myrtaceae,Juss.,-2.516944,-44.266389,2000-09-16,GBIF,UFMA,UFMA,UFMA,MAR,3744,1
