original_search,suggested_name,distance,notes,taxonID,scientificName,taxonRank,taxonomicStatus,acceptedNameUsageID,kingdom,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,parentNameUsageID,originalNameUsageID,scientificNameAuthorship,vernacularName
Pterocarpus violaceus,NA,NA,accepted | replaceSynonym,GBIF:5349296,Pterocarpus rohrii,species,accepted,GBIF:5349322,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Pterocarpus,rohrii,NA,5349236,NA,Vahl,Sangue de drago
Matayba guianensis,NA,NA,accepted,GBIF:3784329,Matayba guianensis,species,accepted,GBIF:3784329,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Matayba,guianensis,NA,3190011,NA,Aubl.,Sama negra
Cyathea gardneri,NA,NA,accepted | replaceSynonym,GBIF:3600106,Sphaeropteris gardneri,species,accepted,GBIF:5529721,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Sphaeropteris,gardneri,NA,2650270,7314681,R.M.Tryon (Hook.),NA
Phytolacca dioica,NA,NA,accepted,GBIF:7309625,Phytolacca dioica,species,accepted,GBIF:7309625,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Phytolaccaceae,Phytolacca,dioica,NA,3084013,NA,L.,umbu
Dulacia candida,NA,NA,accepted,GBIF:3685635,Dulacia candida,species,accepted,GBIF:3685635,Plantae,Tracheophyta,Magnoliopsida,Santalales,Olacaceae,Dulacia,candida,NA,8205552,3685841,Kuntze (Poepp.),NA
Ocotea douradensis,NA,NA,accepted,GBIF:4182540,Ocotea douradensis,species,accepted,GBIF:4182540,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Ocotea,douradensis,NA,3034076,NA,Vattimo-Gil,Louro abacate
Myrcia guianensis,NA,NA,accepted,GBIF:3174923,Myrcia guianensis,species,accepted,GBIF:3174923,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Myrcia,guianensis,NA,3173889,5415699,DC. (Aubl.),Poivrier Jamaique
Palicourea sessilis,NA,NA,accepted,GBIF:8993508,Palicourea sessilis,species,accepted,GBIF:8993508,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Palicourea,sessilis,NA,2898662,2922333,C.M.Taylor (Vell.),NA
Croton floribundus,NA,NA,accepted,GBIF:3057803,Croton floribundus,species,accepted,GBIF:3057803,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Croton,floribundus,NA,3057454,NA,Spreng.,NA
Chrysophyllum lucentifolium,NA,NA,accepted,GBIF:2885688,Chrysophyllum lucentifolium,species,accepted,GBIF:2885688,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sapotaceae,Chrysophyllum,lucentifolium,NA,2885576,NA,Cronquist,NA
Myrsine guianensis,NA,NA,accepted,GBIF:3169446,Myrsine guianensis,species,accepted,GBIF:3169446,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Myrsine,guianensis,NA,3169412,3169445,Kuntze (Aubl.),Guianese colicwood
Erythrina velutina,NA,NA,accepted,GBIF:5349685,Erythrina velutina,species,accepted,GBIF:5349685,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Erythrina,velutina,NA,2945830,NA,Willd.,Red Bean Tree
Diospyros artanthifolia,NA,NA,accepted,GBIF:7848675,Diospyros artanthifolia,species,accepted,GBIF:7848675,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ebenaceae,Diospyros,artanthifolia,NA,3030169,NA,Mart. ex Miq.,NA
Ocotea brachybotrya,NA,NA,homotypic synonym,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canela tatu
Myrceugenia myrcioides,NA,NA,accepted,GBIF:3185702,Myrceugenia myrcioides,species,accepted,GBIF:3185702,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Myrceugenia,myrcioides,NA,3185514,5419796,Berg (Cambessèdes),NA
Xylopia frutescens,NA,NA,accepted,GBIF:3157107,Xylopia frutescens,species,accepted,GBIF:3157107,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae,Xylopia,frutescens,NA,3157015,NA,Aubl.,yawii sili
Daphnopsis racemosa,NA,NA,accepted,GBIF:7311591,Daphnopsis racemosa,species,accepted,GBIF:7311591,Plantae,Tracheophyta,Magnoliopsida,Malvales,Thymelaeaceae,Daphnopsis,racemosa,NA,3188467,NA,Griseb.,embira pimenta
Sideroxylon obtusifolium,NA,NA,accepted,GBIF:2887108,Sideroxylon obtusifolium,species,accepted,GBIF:2887108,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sapotaceae,Sideroxylon,obtusifolium,NA,2886817,7760161,T.D.Penn. (Roem. & Schult.),NA
Cupania vernalis,NA,NA,accepted,GBIF:3784297,Cupania vernalis,species,accepted,GBIF:3784297,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Cupania,vernalis,NA,3189959,NA,Cambess.,rabo de bugio
Macrolobium suaveolens,NA,NA,accepted,GBIF:2948857,Macrolobium suaveolens,species,accepted,GBIF:2948857,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Macrolobium,suaveolens,NA,7743878,NA,Spruce ex Benth.,NA
Ladenbergia oblongifolia,NA,NA,accepted,GBIF:2908758,Ladenbergia oblongifolia,species,accepted,GBIF:2908758,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Ladenbergia,oblongifolia,NA,2908647,2908764,L.Andersson (Humb. ex Mutis),NA
Vasconcellea glandulosa,NA,NA,accepted,GBIF:3838671,Vasconcellea glandulosa,species,accepted,GBIF:3838671,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Caricaceae,Vasconcellea,glandulosa,NA,7106306,NA,A.DC.,NA
Mouriri glazioviana,NA,NA,accepted,GBIF:3870608,Mouriri glazioviana,species,accepted,GBIF:3870608,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Mouriri,glazioviana,NA,3188623,NA,Cogn.,NA
Virola guggenheimii,NA,NA,accepted,GBIF:3743314,Virola guggenheimii,species,accepted,GBIF:3743314,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Myristicaceae,Virola,guggenheimii,NA,3152843,NA,W.A.Rodrigues,ucuuba peluda
Platymiscium floribundum,NA,NA,accepted,GBIF:2944754,Platymiscium floribundum,species,accepted,GBIF:2944754,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Platymiscium,floribundum,NA,2944717,NA,Vogel,Jacaranda branco
Andira fraxinifolia,NA,NA,accepted,GBIF:2952186,Andira fraxinifolia,species,accepted,GBIF:2952186,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Andira,fraxinifolia,NA,7858091,NA,Benth.,quaiseara
Alchornea triplinervia,NA,NA,accepted,GBIF:3055511,Alchornea triplinervia,species,accepted,GBIF:3055511,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Alchornea,triplinervia,NA,3055345,3055521,Müll.Arg. (Spreng.),tinteiro
Styrax pohlii,NA,NA,accepted,GBIF:7319972,Styrax pohlii,species,accepted,GBIF:7319972,Plantae,Tracheophyta,Magnoliopsida,Ericales,Styracaceae,Styrax,pohlii,NA,3032925,NA,A.DC.,NA
Guibourtia hymenaefolia,NA,NA,accepted,GBIF:2964808,Guibourtia hymenaefolia,species,accepted,GBIF:2964808,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Guibourtia,hymenaefolia,NA,2964774,NA,J.Leonard (Moric.),NA
Trichilia silvatica,NA,NA,accepted,GBIF:3851119,Trichilia silvatica,species,accepted,GBIF:3851119,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Trichilia,silvatica,NA,3190490,NA,C.DC.,Rosa Branca
Anadenanthera peregrina,NA,NA,accepted,GBIF:2952808,Anadenanthera peregrina,species,accepted,GBIF:2952808,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Anadenanthera,peregrina,NA,2952807,8053545,Speg. (L.),Yopo
Piper tuberculatum,NA,NA,accepted,GBIF:3086328,Piper tuberculatum,species,accepted,GBIF:3086328,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Piper,tuberculatum,NA,3075433,NA,Jacq.,pimenta longa
Colletia paradoxa,NA,NA,accepted,GBIF:5602738,Colletia paradoxa,species,accepted,GBIF:5602738,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Colletia,paradoxa,NA,3234540,5602842,Escal. (Spreng.),quina do campo
Hymenaea stigonocarpa,NA,NA,accepted,GBIF:2950722,Hymenaea stigonocarpa,species,accepted,GBIF:2950722,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Hymenaea,stigonocarpa,NA,2950720,NA,Mart. ex Hayne,Paquio
Pimenta pseudocaryophyllus,NA,NA,accepted,GBIF:3186164,Pimenta pseudocaryophyllus,species,accepted,GBIF:3186164,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Pimenta,pseudocaryophyllus,NA,3186060,3186178,Landrum (Gomes),NA
Daphnopsis fasciculata,NA,NA,accepted,GBIF:3568025,Daphnopsis fasciculata,species,accepted,GBIF:3568025,Plantae,Tracheophyta,Magnoliopsida,Malvales,Thymelaeaceae,Daphnopsis,fasciculata,NA,3188467,3568366,Nevling (Meisn.),embira de sapo
Annona sylvatica,NA,NA,accepted,GBIF:5407579,Annona sylvatica,species,accepted,GBIF:5407579,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae,Annona,sylvatica,NA,3155252,NA,A.St.-Hil.,pinha
Neea theifera,NA,NA,accepted,GBIF:3700581,Neea theifera,species,accepted,GBIF:3700581,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,Neea,theifera,NA,3086079,NA,Oerst.,caparrosa do campo
Hedyosmum brasiliense,NA,NA,accepted,GBIF:7733283,Hedyosmum brasiliense,species,accepted,GBIF:7733283,Plantae,Tracheophyta,Magnoliopsida,Chloranthales,Chloranthaceae,Hedyosmum,brasiliense,NA,3086513,NA,Miq.,NA
Cariniana micrantha,NA,NA,accepted,GBIF:3083044,Cariniana micrantha,species,accepted,GBIF:3083044,Plantae,Tracheophyta,Magnoliopsida,Ericales,Lecythidaceae,Cariniana,micrantha,NA,3083017,NA,Ducke,tauari vermelho
Xylopia langsdorfiana,NA,NA,accepted,GBIF:3157274,Xylopia langsdorfiana,species,accepted,GBIF:3157274,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae,Xylopia,langsdorfiana,NA,3157015,NA,A.St.-Hil. & Tul.,pindauva
Guazuma ulmifolia,NA,NA,accepted,GBIF:3152195,Guazuma ulmifolia,species,accepted,GBIF:3152195,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Guazuma,ulmifolia,NA,3152194,3669695,Lam.,West Indian elm
Vatairea guianensis,NA,NA,accepted,GBIF:2965124,Vatairea guianensis,species,accepted,GBIF:2965124,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vatairea,guianensis,NA,2965112,NA,Aubl.,marupa del bajo
Allophylus edulis,NA,NA,accepted,GBIF:7264964,Allophylus edulis,species,accepted,GBIF:7264964,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Allophylus,edulis,NA,3189992,7397922,"Radlk. ex Warm. (A.St.-Hil., Cambess. & A.Juss.)",NA
Ocotea minarum,NA,NA,accepted,GBIF:7304327,Ocotea minarum,species,accepted,GBIF:7304327,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Ocotea,minarum,NA,3034076,NA,Mart. ex Nees,NA
Cabralea canjerana,NA,NA,accepted,GBIF:7271502,Cabralea canjerana,species,accepted,GBIF:7271502,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Cabralea,canjerana,NA,7271426,9152556,Mart. (Vell.),Rebenta Canralo
Calyptranthes amoena,NA,NA,homotypic synonym,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Qualea grandiflora,NA,NA,accepted,GBIF:4030658,Qualea grandiflora,species,accepted,GBIF:4030658,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Vochysiaceae,Qualea,grandiflora,NA,7288308,NA,Mart.,pau terra de folha larga
Bernardia pulchella,NA,NA,accepted,GBIF:5378382,Bernardia pulchella,species,accepted,GBIF:5378382,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Bernardia,pulchella,NA,3061860,5378394,Müll.Arg. (Baill.),NA
Erythroxylum suberosum,NA,NA,accepted,GBIF:7284843,Erythroxylum suberosum,species,accepted,GBIF:7284843,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Erythroxylaceae,Erythroxylum,suberosum,NA,2873937,NA,A.St.-Hil.,sessenta e dois
Vouarana guianensis,NA,NA,accepted,GBIF:3785403,Vouarana guianensis,species,accepted,GBIF:3785403,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Vouarana,guianensis,NA,7264833,NA,Aubl.,maraximbe
Byrsonima cydoniifolia,NA,NA,accepted,GBIF:3986224,Byrsonima cydoniifolia,species,accepted,GBIF:3986224,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Malpighiaceae,Byrsonima,cydoniifolia,NA,3191347,NA,A.Juss.,canjiqueira
Vochysia tucanorum,NA,NA,accepted,GBIF:7288316,Vochysia tucanorum,species,accepted,GBIF:7288316,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Vochysiaceae,Vochysia,tucanorum,NA,8225540,NA,Mart.,pau de tucano
Swartzia simplex,NA,NA,accepted,GBIF:5352047,Swartzia simplex,species,accepted,GBIF:5352047,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Swartzia,simplex,NA,2950920,2951203,Spreng. (Sw.),NA
Miconia gratissima,NA,NA,accepted,GBIF:3865003,Miconia gratissima,species,accepted,GBIF:3865003,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,gratissima,NA,3188558,NA,Benth. ex Triana,NA
Ficus paraensis,NA,NA,accepted,GBIF:5569960,Ficus paraensis,species,accepted,GBIF:5569960,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,paraensis,NA,2984588,3764704,Miq. (Miq),apui de formiga
Hirtella racemosa,NA,NA,accepted,GBIF:2985122,Hirtella racemosa,species,accepted,GBIF:2985122,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae,Hirtella,racemosa,NA,2944960,NA,Lam.,Cocochat (Trinidad & Tobago)
Ilex lundii,NA,NA,accepted,GBIF:7315893,Ilex lundii,species,accepted,GBIF:7315893,Plantae,Tracheophyta,Magnoliopsida,Aquifoliales,Aquifoliaceae,Ilex,lundii,NA,10792217,NA,Warm.,NA
Aspidosperma nobile,NA,NA,accepted,GBIF:3617722,Aspidosperma nobile,species,accepted,GBIF:3617722,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Aspidosperma,nobile,NA,7316607,NA,Müll.Arg.,cuririu
Urera caracasana,NA,NA,accepted,GBIF:2984335,Urera caracasana,species,accepted,GBIF:2984335,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Urera,caracasana,NA,2984329,5361805,Griseb. (Jacq.),urtiga cipo
Maytenus schumanniana,NA,NA,accepted | replaceSynonym,GBIF:3794074,Monteverdia schumanniana,species,accepted,GBIF:9731747,Plantae,Tracheophyta,Magnoliopsida,Celastrales,Celastraceae,Monteverdia,schumanniana,NA,7265474,3794074,Biral (Loes.),NA
Machaerium brasiliense,NA,NA,accepted,GBIF:5355145,Machaerium brasiliense,species,accepted,GBIF:5355145,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Machaerium,brasiliense,NA,2959589,NA,Vogel,jacaranda sangue
Zollernia ilicifolia,NA,NA,accepted,GBIF:2943588,Zollernia ilicifolia,species,accepted,GBIF:2943588,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Zollernia,ilicifolia,NA,2943579,2943591,Vogel (Brongn.),pitomba preta
Brosimum lactescens,NA,NA,accepted,GBIF:3763127,Brosimum lactescens,species,accepted,GBIF:3763127,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Brosimum,lactescens,NA,2984656,3763573,C.C.Berg (Moore),"Toajaracaci, Joeayapique"
Moquiniastrum polymorphum,NA,NA,accepted,GBIF:7575247,Moquiniastrum polymorphum,species,accepted,GBIF:7575247,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cabrera,polymorphum,NA,9659158,6065031,G.Sancho (Less.),NA
Erythroxylum suberosum,NA,NA,accepted,GBIF:7284843,Erythroxylum suberosum,species,accepted,GBIF:7284843,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Erythroxylaceae,Erythroxylum,suberosum,NA,2873937,NA,A.St.-Hil.,sessenta e dois
Guatteria discolor,NA,NA,accepted,GBIF:3155805,Guatteria discolor,species,accepted,GBIF:3155805,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae,Guatteria,discolor,NA,3155604,NA,R.E.Fr.,Xahuisi
Aniba citrifolia,NA,NA,accepted,GBIF:4181593,Aniba citrifolia,species,accepted,GBIF:4181593,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Aniba,citrifolia,NA,3034086,8143792,Mez (Nees),Laurier Canelle (Trinidad & Tobago)
Agonandra brasiliensis,NA,NA,accepted,GBIF:7321376,Agonandra brasiliensis,species,accepted,GBIF:7321376,Plantae,Tracheophyta,Magnoliopsida,Santalales,Opiliaceae,Agonandra,brasiliensis,NA,8219051,NA,Benth. & Hook.f.,quina doce
Miconia ruschiana,NA,NA,accepted,GBIF:8365327,Miconia ruschiana,species,accepted,GBIF:8365327,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,ruschiana,NA,3188558,NA,Caddah & R.Goldenb.,NA
Picramnia ramiflora,NA,NA,accepted,GBIF:3709280,Picramnia ramiflora,species,accepted,GBIF:3709280,Plantae,Tracheophyta,Magnoliopsida,Picramniales,Picramniaceae,Picramnia,ramiflora,NA,8118842,NA,Planch.,camboita
Bactris riparia,NA,NA,accepted,GBIF:2733109,Bactris riparia,species,accepted,GBIF:2733109,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Bactris,riparia,NA,2732906,NA,Mart.,maraja
Vismia guianensis,NA,NA,accepted,GBIF:7330275,Vismia guianensis,species,accepted,GBIF:7330275,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Vismia,guianensis,NA,3189574,3712114,DC. (Aubl.),La Craie (Trinidad & Tobago)
Garcinia gardneriana,NA,NA,accepted,GBIF:3714568,Garcinia gardneriana,species,accepted,GBIF:3714568,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae,Garcinia,gardneriana,NA,3189556,7330210,Zappi (Planch. & Triana),bacupari
Ocotea canaliculata,NA,NA,accepted,GBIF:4176409,Ocotea canaliculata,species,accepted,GBIF:4176409,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Ocotea,canaliculata,NA,3034076,4180300,Mez (Rich.),louro pimenta
Machaerium hirtum,NA,NA,accepted,GBIF:5354979,Machaerium hirtum,species,accepted,GBIF:5354979,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Machaerium,hirtum,NA,2959589,5354982,Stellfeld (Vell.),Tureque
Dulacia pauciflora,NA,NA,accepted,GBIF:3686158,Dulacia pauciflora,species,accepted,GBIF:3686158,Plantae,Tracheophyta,Magnoliopsida,Santalales,Olacaceae,Dulacia,pauciflora,NA,8205552,3685508,Kuntze (Benth.),NA
Antonia ovata,NA,NA,accepted,GBIF:7289298,Antonia ovata,species,accepted,GBIF:7289298,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Loganiaceae,Antonia,ovata,NA,3231087,NA,Pohl,NA
Ocotea catharinensis,NA,NA,accepted,GBIF:4176150,Ocotea catharinensis,species,accepted,GBIF:4176150,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Ocotea,catharinensis,NA,3034076,NA,Mez,Canela preta
Stryphnodendron rotundifolium,NA,NA,accepted,GBIF:2951724,Stryphnodendron rotundifolium,species,accepted,GBIF:2951724,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Stryphnodendron,rotundifolium,NA,2951701,NA,Mart.,barbatimao da folha miuda
Vismia cayennensis,NA,NA,accepted,GBIF:3189576,Vismia cayennensis,species,accepted,GBIF:3189576,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Vismia,cayennensis,NA,3189574,3714189,Pers. (Jacq.),Yellow Wattle (Trinidad & Tobago)
Randia armata,NA,NA,accepted,GBIF:5339445,Randia armata,species,accepted,GBIF:5339445,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Randia,armata,NA,2911655,5339411,DC. (Sw.),esporao de galo
Tapirira guianensis,NA,NA,accepted,GBIF:7321555,Tapirira guianensis,species,accepted,GBIF:7321555,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Tapirira,guianensis,NA,7321529,NA,Aubl.,peito de pomba
Guarea macrophylla,NA,NA,accepted,GBIF:7271393,Guarea macrophylla,species,accepted,GBIF:7271393,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Guarea,macrophylla,NA,3190499,NA,M.Vahl,gito
Myrcia tomentosa,NA,NA,accepted,GBIF:3174416,Myrcia tomentosa,species,accepted,GBIF:3174416,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Myrcia,tomentosa,NA,3173889,5415683,DC. (Aubl.),NA
Mimosa exalbescens,NA,NA,accepted,GBIF:2969815,Mimosa exalbescens,species,accepted,GBIF:2969815,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Mimosa,exalbescens,NA,2969235,NA,Barneby,alagadico
Erythroxylum tortuosum,NA,NA,accepted,GBIF:3693946,Erythroxylum tortuosum,species,accepted,GBIF:3693946,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Erythroxylaceae,Erythroxylum,tortuosum,NA,2873937,NA,Mart.,NA
Syagrus macrocarpa,NA,NA,accepted,GBIF:5293848,Syagrus macrocarpa,species,accepted,GBIF:5293848,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Syagrus,macrocarpa,NA,2737041,NA,Barb.Rodr.,maria rosa
Callianthe amoena,NA,NA,accepted,GBIF:8640527,Callianthe amoena,species,accepted,GBIF:8640527,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Callianthe,amoena,NA,8207961,3940431,Donnell (K.Schum.),NA
Erythroxylum nobile,NA,NA,accepted,GBIF:3694113,Erythroxylum nobile,species,accepted,GBIF:3694113,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Erythroxylaceae,Erythroxylum,nobile,NA,2873937,NA,O.E.Schulz,Araticuntiaia
Miconia paucidens,NA,NA,accepted,GBIF:3858598,Miconia paucidens,species,accepted,GBIF:3858598,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,paucidens,NA,3188558,NA,DC.,NA
Iryanthera coriacea,NA,NA,accepted,GBIF:3744083,Iryanthera coriacea,species,accepted,GBIF:3744083,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Myristicaceae,Iryanthera,coriacea,NA,3743006,NA,Ducke,NA
Chamaecrista brachystachya,NA,NA,accepted,GBIF:3979644,Chamaecrista brachystachya,species,accepted,GBIF:3979644,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Chamaecrista,brachystachya,NA,2949492,5351505,"Conc., L.P.Queiroz & G.P.Lewis (Benth.)",NA
Clusia panapanari,NA,NA,accepted,GBIF:5556145,Clusia panapanari,species,accepted,GBIF:5556145,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae,Clusia,panapanari,NA,3189424,7845150,Choisy (Aubl.),gameleira
Parapiptadenia zehntneri,NA,NA,accepted,GBIF:2941633,Parapiptadenia zehntneri,species,accepted,GBIF:2941633,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Parapiptadenia,zehntneri,NA,2941626,2941634,M.P.Lima & H.C.Lima (Harms),Inhambira
Kaunia rufescens,NA,NA,accepted,GBIF:3140597,Kaunia rufescens,species,accepted,GBIF:3140597,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Kaunia,rufescens,NA,3140587,5402282,R.King & H.Rob. (Lund ex DC.),mata campo
Brosimum alicastrum,NA,NA,accepted,GBIF:2984660,Brosimum alicastrum,species,accepted,GBIF:2984660,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Brosimum,alicastrum,NA,2984656,NA,Sw.,ramon
Micropholis venulosa,NA,NA,accepted,GBIF:5333937,Micropholis venulosa,species,accepted,GBIF:5333937,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sapotaceae,Micropholis,venulosa,NA,2887381,NA,Pierre (Mart. & Eichler),uvinha
Trichilia catigua,NA,NA,accepted,GBIF:7271401,Trichilia catigua,species,accepted,GBIF:7271401,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Trichilia,catigua,NA,3190490,NA,A.Juss.,mangalto catinga
Remijia firmula,NA,NA,accepted,GBIF:2909616,Remijia firmula,species,accepted,GBIF:2909616,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Remijia,firmula,NA,2909612,2909622,Wedd. (Mart.),NA
Calophyllum brasiliense,NA,NA,accepted,GBIF:5421069,Calophyllum brasiliense,species,accepted,GBIF:5421069,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Calophyllaceae,Calophyllum,brasiliense,NA,3189443,NA,Cambess.,Santa Maria
Sloanea guianensis,NA,NA,accepted,GBIF:7291059,Sloanea guianensis,species,accepted,GBIF:7291059,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Elaeocarpaceae,Sloanea,guianensis,NA,3152097,4031973,Benth. (Aubl.),urucurana
Protium heptaphyllum,NA,NA,accepted,GBIF:7286785,Protium heptaphyllum,species,accepted,GBIF:7286785,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Burseraceae,Protium,heptaphyllum,NA,7286732,7543088,Marchand (Aubl.),Isiga
Guarea guidonia,NA,NA,accepted,GBIF:3190500,Guarea guidonia,species,accepted,GBIF:3190500,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Guarea,guidonia,NA,3190499,5421366,Sleumer (L.),requia
Miconia lepidota,NA,NA,accepted,GBIF:3862564,Miconia lepidota,species,accepted,GBIF:3862564,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,lepidota,NA,3188558,NA,DC.,NA
Byrsonima stipulacea,NA,NA,accepted,GBIF:3984506,Byrsonima stipulacea,species,accepted,GBIF:3984506,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Malpighiaceae,Byrsonima,stipulacea,NA,3191347,NA,A.Juss.,NA
Vitex megapotamica,NA,NA,accepted,GBIF:7309398,Vitex megapotamica,species,accepted,GBIF:7309398,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Vitex,megapotamica,NA,2925556,4094495,Moldenke (Spreng.),NA
Miconia paucidens,NA,NA,accepted,GBIF:3858598,Miconia paucidens,species,accepted,GBIF:3858598,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,paucidens,NA,3188558,NA,DC.,NA
