DATASET,DATASET_ACRONYM,RECORD_ID,MUNICIPALITY,STATE,STATE_ACRONYM,COUNTRY,ID_CODLOC,HABITAT,LATITUDE_Y,LONGITUDE_X,PRECISION,REGIONAL_NAME_OF_STUDY_SITE,EPIPHYTE_GROUP,EPIPHYTE_FAMILY,EPIPHYTE_GENUS,EPIPHYTE_EPITHET,EPIPHYTE_SPECIES,EPIPHYTE_HABITAT,FOROPHYTE_FAMILY,FOROPHYTE_GENERA,FOROPHYTE_EPITHET,FOROPYHYTE_SPECIES,YEAR_START,YEAR_FINISH,DATA_TYPE,ALTITUDE,ANNUAL_RAINFALL,ANNUAL_TEMPERATURE,VEGETATION_TYPE,ATLANTIC_FOREST_LIMIT,OBS
JABOT_03963,JABOT,444026,RIO DE JANEIRO,RIO DE JANEIRO,RJ,Brazil,NA,NA,-22.9,-43.2,Municipality,NA,Ferns,Polypodiaceae,Microgramma,squamulosa,Microgramma squamulosa,holoepiphyte,NA,NA,NA,NA,1995,1995,Presence_only,14,1249,26.2999992370605,Ombrophilous Forest,YES,NA
GOSI_02081,GOSI,E1002,TREVISO,SANTA CATARINA,SC,Brazil,NA,Secondary Forest,-28.516,-49.458,Municipality,NA,Angiosperms,Bromeliaceae,Vriesea,guttata,Vriesea guttata,holoepiphyte,NA,NA,NA,NA,2014,2017,Presence_only,189,1412,23.7000007629395,Ombrophilous Forest,YES,NA
PERB_00705,PERB,E0751,NOVA FRIBURGO,RIO DE JANEIRO,RJ,Brazil,NA,NA,-22.28190041,-42.53110123,20,"Macae de Cima, cumieira dos Pirineus, mata nebular proximo a divisa com o Parque Estadual dos Tres Picos. Floresta Atlantica de Encosta.",Angiosperms,Gesneriaceae,Codonanthe,cordifolia,Codonanthe cordifolia,holoepiphyte,NA,NA,NA,NA,2010,2010,Presence_only,922,1372,21.7999992370605,Ombrophilous Forest,YES,Example
CBUZ_00027,CBUZ,E0027,GUAIBA,RIO GRANDE DO SUL,RS,Brazil,1,Forest,-30.178286,-51.387018,Forest fragment,Fazenda Sao Maximiano,Angiosperms,Orchidaceae,Anathallis,malmeana,Anathallis malmeana,holoepiphyte,NA,NA,NA,NA,2006,2007,Presence_only,26,1393,24.7999992370605,NA,NO,NA
MENE2_26731,MENE2,E33391,GUARATUBA,PARANA,PR,Brazil,NA,NA,-25.8828,-48.5747,Coordinates given in the herbarium record,Serra de Aracatuba,Angiosperms,Orchidaceae,Zygopetalum,crinitum,Zygopetalum crinitum,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,1,1979,25,NA,YES,NA
MENE2_05766,MENE2,E14332,SILVA JARDIM,RIO DE JANEIRO,RJ,Brazil,NA,NA,-22.5,-42.3166667,Coordinates given in the herbarium record,"Reserva Biologica de Poco das Antas,picada da Fazenda Portuense.",Angiosperms,Bromeliaceae,Neoregelia,carolinae,Neoregelia carolinae,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,138,1173,25.6000003814697,Ombrophilous Forest,YES,NA
FUME_02928,FUME,E2947,LIMA DUARTE,MATO GROSSO DO SUL,MS,Brazil,NA,Cloud Forest,-21.69636,-43.89749,100,"Parque Estadual do Ibitipoca, Gruta do Cruzeiro",Ferns,Polypodiaceae,Serpocaulon,catharinae,Serpocaulon catharinae,holoepiphyte,Sapindaceae,Cupania,zanthoxyloides,Cupania zanthoxyloides,2014,2014,Presence_absence,1714,1771,18,Seasonal Forest,YES,NA
KESS_01174,KESS,E1174,JARAGUA DO SUL,SANTA CATARINA,SC,Brazil,NA,Forest Fragment,-26.4861,-49.0667,Municipality,NA,Angiosperms,Bromeliaceae,Vriesea,ensiformis,Vriesea ensiformis,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,205,1591,25.1000003814697,Ombrophilous Forest,YES,NA
KERB_04274,KERB,E4274,ANTONINA,PARANA,PR,Brazil,ABUNDANCE,Secondary Forest,-25.378213,-48.800209,Forest fragment,RPPN Morro da mina,Angiosperms,Bromeliaceae,Nidularium,innocentii,Nidularium innocentii,holoepiphyte,NA,NA,NA,NA,2006,2009,Presence_only,79,2008,26.1000003814697,Ombrophilous Forest,YES,NA
MENE2_19216,MENE2,E2656,CACHOEIRAS DE MACACU,RIO DE JANEIRO,RJ,Brazil,NA,NA,-22.4333333,-42.8333333,Coordinates given in the herbarium record,Parque Nacional da Serra dos Orgaos,Angiosperms,Araceae,Anthurium,comtum,Anthurium comtum,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,582,1569,24.3999996185303,Ombrophilous Forest,YES,NA
MENE2_08897,MENE2,E17179,PAULO LOPES,SANTA CATARINA,SC,Brazil,NA,NA,-27.893333,-48.755833,Coordinates given in the herbarium record,Sertao do Campo/Parque Estadual da Serra do Tabuleiro,Angiosperms,Piperaceae,Peperomia,corcovadensis,Peperomia corcovadensis,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,307,1603,22.2000007629395,Ombrophilous Forest,YES,NA
MENE2_11563,MENE2,E19602,SILVA JARDIM,RIO DE JANEIRO,RJ,Brazil,NA,NA,-22.4666667,-42.5,Coordinates given in the herbarium record,"Reserva Ecologica Municipal de Macae de Cima, Trilha para o vale dos Xaxins.",Angiosperms,Piperaceae,Peperomia,trineuroides,Peperomia trineuroides,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,682,1394,24.5,Ombrophilous Forest,YES,NA
MENE2_27482,MENE2,E3908,GUARATINGUETA,SAO PAULO,SP,Brazil,NA,NA,-22.79,-45.313889,Coordinates given in the herbarium record,Mananciais da Serra,Angiosperms,Orchidaceae,Barbosella,gardneri,Barbosella gardneri,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,582,1400,22.8999996185303,Savanna,YES,NA
KERB_05816,KERB,E5816,BALSA NOVA,PARANA,PR,Brazil,ABUNDANCE,Secondary Forest,-25.553261,-49.808853,Forest fragment,Ponte dos Arcos,Angiosperms,Bromeliaceae,Tillandsia,usneoides,Tillandsia usneoides,holoepiphyte,Euphorbiaceae,Gymnanthes,klotzschiana,Gymnanthes klotzschiana,2002,2006,Abundance,882,1364,21.2000007629395,Other,YES,NA
FUME_01538,FUME,E1546,LIMA DUARTE,MATO GROSSO DO SUL,MS,Brazil,NA,Cloud Forest,-21.71469,-43.89387,100,"Parque Estadual do Ibitipoca, Ponte de Pedra",Angiosperms,Orchidaceae,Prosthechea,allemanoides,Prosthechea allemanoides,holoepiphyte,Myrtaceae,Myrcia,retorta,Myrcia retorta,2014,2014,Presence_absence,1576,1649,19.7000007629395,Seasonal Forest,YES,NA
PERB_00787,PERB,E0844,MANGARATIBA,RIO DE JANEIRO,RJ,Brazil,NA,NA,-22.9597,-44.0406,Municipality,"Reserva Rio das Pedras, trilha para o pico do Corisquinho.",Angiosperms,Gesneriaceae,Codonanthe,gracilis,Codonanthe gracilis,holoepiphyte,NA,NA,NA,NA,2001,2001,Presence_only,130,1487,25.7000007629395,NA,YES,Example
AAMO_00423,AAMO,E0423,ALMADINA,BAHIA,BA,Brazil,3,Dense Ombrophilous Forest,-14.7,-39.6,Study site,Reserva Particular da Serra do Corcovado,Angiosperms,Bromeliaceae,Canistrum,camacaense,Canistrum camacaense,holoepiphyte,NA,NA,NA,NA,2011,2015,Presence_only,252,1223,22.3999996185303,Ombrophilous Forest,YES,NA
KERB_09060,KERB,E9060,LAPA,PARANA,PR,Brazil,ABUNDANCE,Secondary Forest,-25.578059,-49.912969,Forest fragment,Castelhanos,Ferns,Polypodiaceae,Campyloneurum,nitidum,Campyloneurum nitidum,facultative,Euphorbiaceae,Gymnanthes,klotzschiana,Gymnanthes klotzschiana,2002,2006,Abundance,830,1369,21.5,Other,YES,NA
JABOT_00397,JABOT,746585,DOUTOR PEDRINHO,SANTA CATARINA,SC,Brazil,NA,NA,-26.7275,-49.585,Coordinates given in the herbarium record,NA,Angiosperms,Bromeliaceae,Vriesea,vagans,Vriesea vagans,holoepiphyte,NA,NA,NA,NA,2010,2010,Presence_only,792,1521,20.7999992370605,Ombrophilous Forest,YES,NA
GOSI_02335,GOSI,E1967,PORTO ALEGRE,RIO GRANDE DO SUL,RS,Brazil,NA,Secondary Forest,-30.033,-51.23,Municipality,NA,Angiosperms,Bromeliaceae,Vriesea,psittacina,Vriesea psittacina,holoepiphyte,NA,NA,NA,NA,2014,2017,Presence_only,1,1397,24.7999992370605,NA,YES,NA
VDEN_00029,VDEN,E0029,SANTA TERESINHA,BAHIA,BA,Brazil,NA,Secondary Forest,-12.850452,-39.476581,Forest fragment,Serra da Jiboia,Angiosperms,Orchidaceae,Gomesa,flexuosa,Gomesa flexuosa,holoepiphyte,NA,NA,NA,NA,1997,NA,Presence_only,414,1030,21.5,Seasonal Forest,YES,NA
KERB_01205,KERB,E1205,PIRAQUARA,PARANA,PR,Brazil,ABUNDANCE,Mixed Ombrophilous Forest,-25.528984,-49.012214,Forest fragment,Haras Santo Antonio,Ferns,Polypodiaceae,Pleopeltis,hirsutissima,Pleopeltis hirsutissima,holoepiphyte,Myrtaceae,Myrcia,splendens,Myrcia splendens,2002,2006,Abundance,1015,1701,20.3999996185303,Ombrophilous Forest,YES,NA
MENE2_10351,MENE2,E18500,RIO DE JANEIRO,RIO DE JANEIRO,RJ,Brazil,NA,NA,-22.9028,-43.2075,Coordinates given in the herbarium record,"Rio de Janeiro, D. F., Recreio dos Bandeirantes",Angiosperms,Piperaceae,Peperomia,pereskiaefolia,Peperomia pereskiaefolia,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,14,1257,26.2000007629395,Ombrophilous Forest,YES,NA
MENE_02097,MENE,E2115,LIMA DUARTE,MATO GROSSO DO SUL,MS,Brazil,NA,Cloud Forest,-21.71114,-43.89578,300,Parque Estadual do Ibitipoca,Angiosperms,Orchidaceae,Cattleya,coccinea,Cattleya coccinea,holoepiphyte,NA,NA,NA,NA,2016,2018,Abundance,1576,1649,19.7000007629395,Seasonal Forest,YES,NA
MENE2_30086,MENE2,E6512,MARICA,RIO DE JANEIRO,RJ,Brazil,NA,NA,-22.9194,-42.818600000000004,Coordinates given in the herbarium record,da Barra de Marica.,Angiosperms,Orchidaceae,Cattleya,guttata,Cattleya guttata,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,25,1181,26.2000007629395,Ombrophilous Forest,YES,NA
KERB_02679,KERB,E2679,SAO JOSE DOS AUSENTES,RIO GRANDE DO SUL,RS,Brazil,ABUNDANCE,NA,-28.47165,-49.981568,Forest fragment,Rio Pelotas,Angiosperms,Commelinaceae,Tradescantia,fluminensis,Tradescantia fluminensis,facultative,NA,NA,NA,NA,2014,2014,Abundance,1094,1662,19.2999992370605,Ombrophilous Forest,YES,NA
BREI_00311,BREI,E311,ELDORADO,SAO PAULO,SP,Brazil,T.B. BREIER 1313,Secondary Forest,-24.636667,-48.403333,5000,Parque Estadual Caverna do Diabo,Angiosperms,Cactaceae,Rhipsalis,oblonga,Rhipsalis oblonga,holoepiphyte,NA,NA,NA,NA,2002,2005,Presence_only,521,1528,23.6000003814697,Ombrophilous Forest,YES,NA
MENE2_11099,MENE2,E19180,ARROIO DO SAL,RIO GRANDE DO SUL,RS,Brazil,NA,NA,-29.5514,-49.8889,Coordinates given in the herbarium record,Parque Tupancy,Angiosperms,Piperaceae,Peperomia,tetraphylla,Peperomia tetraphylla,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,NA,NA,NA,Other,YES,NA
FUME_01981,FUME,E1992,LIMA DUARTE,MATO GROSSO DO SUL,MS,Brazil,NA,Cloud Forest,-21.71114,-43.89578,100,"Parque Estadual do Ibitipoca, Gruta dos Coelhos",Angiosperms,Bromeliaceae,Tillandsia,stricta,Tillandsia stricta,facultative,Melastomataceae,Trembleya,parviflora,Trembleya parviflora,2014,2014,Presence_absence,1576,1649,19.7000007629395,Seasonal Forest,YES,NA
CBOE_00635,CBOE,Tree139,SANTA CRUZ DO SUL,RIO GRANDE DO SUL,RS,Brazil,PA3,Araucaria Plantation,-29.44332,-52.402377,Central point in study site,Floresta Nacional de Sao Francisco de Paula.,Ferns,Polypodiaceae,Microgramma,squamulosa,Microgramma squamulosa,holoepiphyte,Araucariaceae,Araucaria,angustifolia,Araucaria angustifolia,2007,2007,Abundance,611,1359,23.1000003814697,Seasonal Forest,YES,NA
KERB_00203,KERB,E0203,ANTONINA,PARANA,PR,Brazil,ABUNDANCE,Secondary Forest,-25.378213,-48.800209,Forest fragment,RPPN Morro da mina,Ferns,Polypodiaceae,Pleopeltis,pleopeltifolia,Pleopeltis pleopeltifolia,holoepiphyte,NA,NA,NA,NA,2006,2009,Presence_only,79,2008,26.1000003814697,Ombrophilous Forest,YES,NA
JABOT_03331,JABOT,499166,MORRO GRANDE,SANTA CATARINA,SC,Brazil,NA,NA,-28.8,-49.72,Municipality,NA,Angiosperms,Piperaceae,Peperomia,glabella,Peperomia glabella,holoepiphyte,NA,NA,NA,NA,2009,2009,Presence_only,152,1359,23.5,Ombrophilous Forest,YES,NA
KERB_04083,KERB,E4083,ANTONINA,PARANA,PR,Brazil,ABUNDANCE,Secondary Forest,-25.378213,-48.800209,Forest fragment,RPPN Morro da mina,Angiosperms,Orchidaceae,Camaridium,vestitum,Camaridium vestitum,holoepiphyte,NA,NA,NA,NA,2006,2009,Presence_only,79,2008,26.1000003814697,Ombrophilous Forest,YES,NA
MENE2_30986,MENE2,E7412,ITABELA,BAHIA,BA,Brazil,NA,NA,-16.575,-39.5533,Coordinates given in the herbarium record,BR-101 a Eunapolis.,Angiosperms,Orchidaceae,Dichaea,pendula,Dichaea pendula,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,89,1268,25.7000007629395,Ombrophilous Forest,YES,NA
MENE2_15295,MENE2,E22995,SAO JERONIMO DA SERRA,PARANA,PR,Brazil,NA,NA,-23.7275,-50.7411,Coordinates given in the herbarium record,NA,Angiosperms,Orchidaceae,Acianthera,pubescens,Acianthera pubescens,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,914,1435,21.2000007629395,Ombrophilous Forest,YES,NA
ANNE_03162,ANNE,25737,JOINVILLE,SANTA CATARINA,SC,Brazil,NA,Dense Ombrophilous Forest,-26.1833,-49.0333,Municipality,Serra Dona Francisca,Angiosperms,Gesneriaceae,Nematanthus,australis,Nematanthus australis,holoepiphyte,NA,NA,NA,NA,2010,2010,Presence_only,897,1646,20.7999992370605,Ombrophilous Forest,YES,NA
ANNE_00532,ANNE,15375,ITUPORANGA,SANTA CATARINA,SC,Brazil,NA,Dense Ombrophilous Forest,-27.35,-49.5,Municipality,Rio do Norte,Angiosperms,Araceae,Anthurium,gaudichaudianum,Anthurium gaudichaudianum,holoepiphyte,NA,NA,NA,NA,2009,2009,Presence_only,706,1576,21.7999992370605,Ombrophilous Forest,YES,NA
MENE2_03771,MENE2,E12519,CERRO AZUL,PARANA,PR,Brazil,NA,NA,-24.8236,-49.2611,Coordinates given in the herbarium record,NA,Angiosperms,Orchidaceae,Christensonella,pachyphylla,Christensonella pachyphylla,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,521,1145,25.5,Ombrophilous Forest,YES,NA
FRAL_00081,FRAL,E0081,JUIZ DE FORA,MATO GROSSO DO SUL,MS,Brazil,NA,Urban Green Area,-21.763889,-43.349722,50,Igreja Catedral,Angiosperms,Bromeliaceae,Tillandsia,tricholepis,Tillandsia tricholepis,holoepiphyte,Araucariaceae,Araucaria,angustifolia,Araucaria angustifolia,2015,2016,Presence_only,686,1499,23.6000003814697,Seasonal Forest,YES,NA
FUME_06234,FUME,E6254,SANTA RITA DE IBITIPOCA,MATO GROSSO DO SUL,MS,Brazil,NA,Cloud Forest,-21.67837,-43.88229,100,"Parque Estadual do Ibitipoca, Gruta dos Tres Arcos",Angiosperms,Piperaceae,Peperomia,mandioccana,Peperomia mandioccana,holoepiphyte,Elaeocarpaceae,Sloanea,guianensis,Sloanea guianensis,NA,NA,Presence_absence,1714,1772,18,Seasonal Forest,YES,NA
FEMA_00817,FEMA,E817,TERESOPOLIS,RIO DE JANEIRO,RJ,Brazil,4,Primary Forest,-22.412222,-42.966389,Municipality,Cascata Feroz,Ferns,Dryopteridaceae,Elaphoglossum,scolopendrifolium,Elaphoglossum scolopendrifolium,holoepiphyte,NA,NA,NA,NA,2010,2014,Presence_only,1007,1702,21.8999996185303,Ombrophilous Forest,YES,"The specimens examined for this study were compiled from the following herbaria: AAU, B, BHCB, BM, BR, CEPEC, F, FLOR, FURB, GH, HB, HBR, HUEFS, INPA, K, M, MBM, MBML, MO, NY, R, RB, P, PH, PI, S, SP, SPF, UC, UPCB, and US Brade 9555 -NY, R -2 sheets--"
MENE_00457,MENE,E0465,JUIZ DE FORA,MATO GROSSO DO SUL,MS,Brazil,NA,Urban Green Area,-21.7467,-43.3606,100,Museu Mariano Procopio,Ferns,Polypodiaceae,Pleopeltis,hirsutissima,Pleopeltis hirsutissima,holoepiphyte,Lauraceae,Persea,americana,Persea americana,2015,2016,Presence_only,686,1503,23.6000003814697,Seasonal Forest,YES,NA
MENE2_13312,MENE2,E21192,GUARATUBA,PARANA,PR,Brazil,NA,NA,-25.8828,-48.5747,Coordinates given in the herbarium record,NA,Angiosperms,Orchidaceae,Phymatidium,delicatulum,Phymatidium delicatulum,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,1,1979,25,NA,YES,NA
MENE2_22501,MENE2,E29546,PRAIA GRANDE,SANTA CATARINA,SC,Brazil,NA,NA,-29.205,-50.074444,Coordinates given in the herbarium record,Trilha do Rio do Boi,Angiosperms,Bromeliaceae,Tillandsia,tenuifolia,Tillandsia tenuifolia,facultative,NA,NA,NA,NA,NA,NA,Presence_only,513,1643,21.7999992370605,Savanna,YES,NA
KERB_05544,KERB,E5544,ARAUCARIA,PARANA,PR,Brazil,ABUNDANCE,Secondary Forest,-25.588749,-49.347156,Forest fragment,REPAR,Ferns,Polypodiaceae,Pleopeltis,macrocarpa,Pleopeltis macrocarpa,facultative,NA,NA,NA,NA,2000,2002,Abundance,914,1284,20.8999996185303,Ombrophilous Forest,YES,NA
MENE2_28290,MENE2,E4716,BUIQUE,PERNAMBUCO,PE,Brazil,NA,NA,-8.556389,-37.252222,Coordinates given in the herbarium record,"Parque Nacional do Catimbau, Vale do Catimbau, Riacho do Catimbau, subida da Serra de Jerusalem",Angiosperms,Bromeliaceae,Billbergia,porteana,Billbergia porteana,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,NA,NA,NA,NA,NO,NA
KERB_09807,KERB,E9807,MORRETES,PARANA,PR,Brazil,ABUNDANCE,Dense Ombrophilous Forest,-25.447705,-48.929986,Forest fragment,Morro Facaozinho,Ferns,Hymenophyllaceae,Hymenophyllum,polyanthos,Hymenophyllum polyanthos,holoepiphyte,NA,NA,NA,NA,2000,2001,Presence_only,1175,1714,22.2000007629395,Ombrophilous Forest,YES,NA
ANNE_01668,ANNE,26292,SANTO AMARO DA IMPERATRIZ,SANTA CATARINA,SC,Brazil,NA,Dense Ombrophilous Forest,-27.7167,-48.7667,Municipality,Parque Estadual do Tabuleiro,Ferns,Polypodiaceae,Campyloneurum,nitidum,Campyloneurum nitidum,facultative,NA,NA,NA,NA,2010,2010,Presence_only,267,1599,22.8999996185303,Ombrophilous Forest,YES,NA
GOSI_01828,GOSI,E2188,ITAPEMA,SANTA CATARINA,SC,Brazil,NA,Secondary Forest,-27.09,-48.611,Municipality,NA,Angiosperms,Bromeliaceae,Vriesea,scalaris,Vriesea scalaris,holoepiphyte,NA,NA,NA,NA,2014,2017,Presence_only,58,1578,24.2000007629395,NA,YES,NA
MINE_00728,MINE,728,CAMBARA DO SUL,RIO GRANDE DO SUL,RS,Brazil,54,Forest Interior,-29.16174444,-50.07452778,1.5,Nacional Aparados da Serra Park,Ferns,Polypodiaceae,Serpocaulon,catharinae,Serpocaulon catharinae,holoepiphyte,NA,NA,NA,NA,2012,2015,Presence_only,1018,1884,19.3999996185303,Savanna,YES,NA
MENE2_07717,MENE2,E16106,SAO JOAQUIM,SANTA CATARINA,SC,Brazil,NA,NA,-28.2939,-49.9317,Coordinates given in the herbarium record,NA,Angiosperms,Orchidaceae,Gomesa,longicornu,Gomesa longicornu,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,1292,1684,18.3999996185303,Savanna,YES,NA
FUME_01262,FUME,E1268,RESENDE,RIO DE JANEIRO,RJ,Brazil,NA,Cloud Forest,-22.36986,-44.7097,20,"Parque Nacional do Itatiaia, Pedra do Camelo",Ferns,Polypodiaceae,Serpocaulon,catharinae,Serpocaulon catharinae,holoepiphyte,NA,NA,NA,NA,2017,2017,Presence_absence,2127,2337,12.8999996185303,Ombrophilous Forest,YES,NA
NUNE_02314,NUNE,AD491,GUAPIMIRIM,RIO DE JANEIRO,RJ,Brazil,28B3,Secondary Forest,-22.47444444,-42.99972222,Study site,Vale do Garrafao,Angiosperms,Araceae,Philodendron,propinquum,Philodendron propinquum,hemiepiphyte,NA,NA,NA,NA,2007,2008,Abundance,689,1730,22.7000007629395,Ombrophilous Forest,YES,NA
KERB_01350,KERB,E1350,PIRAQUARA,PARANA,PR,Brazil,ABUNDANCE,Mixed Ombrophilous Forest,-25.528984,-49.012214,Forest fragment,Haras Santo Antonio,Angiosperms,Orchidaceae,Acianthera,sonderiana,Acianthera sonderiana,holoepiphyte,Myrtaceae,Campomanesia,xanthocarpa,Campomanesia xanthocarpa,2002,2006,Abundance,1015,1701,20.3999996185303,Ombrophilous Forest,YES,NA
KERB_05774,KERB,E5774,BALSA NOVA,PARANA,PR,Brazil,ABUNDANCE,Secondary Forest,-25.553261,-49.808853,Forest fragment,Ponte dos Arcos,Ferns,Polypodiaceae,Pleopeltis,hirsutissima,Pleopeltis hirsutissima,holoepiphyte,Myrtaceae,Myrcia,hatschbachii,Myrcia hatschbachii,2002,2006,Abundance,882,1364,21.2000007629395,Other,YES,NA
FRAL_01317,FRAL,E1317,JUIZ DE FORA,MATO GROSSO DO SUL,MS,Brazil,NA,Urban Green Area,-21.7769,-43.34305,100,Praca Garrastazu Medici,Angiosperms,Bromeliaceae,Tillandsia,tricholepis,Tillandsia tricholepis,holoepiphyte,Chrysobalanaceae,Licania,tomentosa,Licania tomentosa,2015,2016,Presence_only,692,1498,23.2999992370605,Seasonal Forest,YES,NA
FRAN_00294,FRAN,E0297,MIMOSO DO SUL,ESPIRITO SANTO,ES,Brazil,1,Inselberg,-20.938611,-41.544167,Study site,Pontoes de Mimoso do Sul: afloramento do Toti,Angiosperms,Piperaceae,Peperomia,tetraphylla,Peperomia tetraphylla,holoepiphyte,Nyctaginaceae,Guapira,opposita,Guapira opposita,2015,2015,Abundance,634,1317,21.7999992370605,Seasonal Forest,YES,NA
PERB_00478,PERB,E0516,SANTA TERESA,ESPIRITO SANTO,ES,Brazil,NA,NA,-19.971389,-40.530278,Study site,Estacao Biologica de Santa Lucia,Angiosperms,Gesneriaceae,Nematanthus,kautskyi,Nematanthus kautskyi,holoepiphyte,NA,NA,NA,NA,1989,1989,Presence_only,627,1293,23.2999992370605,Ombrophilous Forest,YES,Example
MENE2_03075,MENE2,E11886,CANANEIA,SAO PAULO,SP,Brazil,NA,NA,-25.0147,-47.9267,Coordinates given in the herbarium record,NA,Angiosperms,Orchidaceae,Christensonella,subulata,Christensonella subulata,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,1,2446,26.6000003814697,Ombrophilous Forest,YES,NA
KERB_00915,KERB,E0915,ANTONINA,PARANA,PR,Brazil,ABUNDANCE,Secondary Forest,-25.378213,-48.800209,Forest fragment,RPPN Morro da mina,Angiosperms,Cactaceae,Rhipsalis,campos-portoana,Rhipsalis campos-portoana,holoepiphyte,NA,NA,NA,NA,2006,2009,Presence_only,79,2008,26.1000003814697,Ombrophilous Forest,YES,NA
MENE2_18193,MENE2,E2563,ITACARE,BAHIA,BA,Brazil,NA,NA,-14.2775,-38.9967,Coordinates given in the herbarium record,"15,5Km da BR-101 na Rod. p/ Itacare. Torre da EMBRATEL, ca. 7Km da entrada.",Angiosperms,Bromeliaceae,Aechmea,weberi,Aechmea weberi,holoepiphyte,NA,NA,NA,NA,NA,NA,Presence_only,1,2301,25.8999996185303,NA,YES,NA
NUNE_02242,NUNE,AD419,GUAPIMIRIM,RIO DE JANEIRO,RJ,Brazil,14B12,Secondary Forest,-22.47444444,-42.99972222,Study site,Vale do Garrafao,Angiosperms,Araceae,Anthurium,scandens,Anthurium scandens,holoepiphyte,NA,NA,NA,NA,2007,2008,Abundance,689,1730,22.7000007629395,Ombrophilous Forest,YES,NA
ELFR_00012,ELFR,E0012,AREADO,MATO GROSSO DO SUL,MS,Brazil,NA,Forest Fragment,-21.40269722,-46.16443333,Sampled tree,P19,Angiosperms,Bromeliaceae,Tillandsia,pohliana,Tillandsia pohliana,holoepiphyte,NA,NA,NA,NA,2015,2016,Abundance,896,1516,22.6000003814697,Other,YES,NA
FUME_06999,FUME,E7019,BAEPENDI,MATO GROSSO DO SUL,MS,Brazil,NA,Mixed Ombrophilous Forest,-22.142,-44.7328,2000,Parque Estadual da Serra do Papagaio,Angiosperms,Bromeliaceae,Vriesea,sceptrum,Vriesea sceptrum,holoepiphyte,Podocarpaceae,Podocarpus,lambertii,Podocarpus lambertii,2012,2013,Presence_absence,1798,1890,17.1000003814697,Other,YES,NA
NUNE_00263,NUNE,M05,CACHOEIRAS DE MACACU,RIO DE JANEIRO,RJ,Brazil,NA,Secondary Forest,-22.43349306,-42.76679833,10,Guapiacu,Angiosperms,Bromeliaceae,Quesnelia,quesneliana,Quesnelia quesneliana,holoepiphyte,Meliaceae,Guarea,guidonia,Guarea guidonia,2017,2017,Abundance,151,1368,26.1000003814697,Ombrophilous Forest,YES,NA
JABOT_00148,JABOT,566289,ARATACA,BAHIA,BA,Brazil,NA,NA,-15.18944,-39.38528,Coordinates given in the herbarium record,NA,Ferns,Polypodiaceae,Microgramma,tecta,Microgramma tecta,holoepiphyte,NA,NA,NA,NA,2011,2011,Presence_only,152,1250,21.7999992370605,Ombrophilous Forest,YES,NA
KERB_00867,KERB,E0867,ANTONINA,PARANA,PR,Brazil,ABUNDANCE,Secondary Forest,-25.378213,-48.800209,Forest fragment,RPPN Morro da mina,Angiosperms,Orchidaceae,Prosthechea,vespa,Prosthechea vespa,holoepiphyte,NA,NA,NA,NA,2006,2009,Presence_only,79,2008,26.1000003814697,Ombrophilous Forest,YES,NA
ANNE_04710,ANNE,21967,PEDRAS GRANDES,SANTA CATARINA,SC,Brazil,NA,Dense Ombrophilous Forest,-28.4333,-49.2167,Municipality,Linha Pacheco,Ferns,Polypodiaceae,Pleopeltis,pleopeltifolia,Pleopeltis pleopeltifolia,holoepiphyte,NA,NA,NA,NA,2010,2010,Presence_only,190,1417,24.2000007629395,Ombrophilous Forest,YES,NA
KERB_04661,KERB,E4661,ARAUCARIA,PARANA,PR,Brazil,ABUNDANCE,Secondary Forest,-25.587389,-49.449341,Forest fragment,Campina das Pedras,Angiosperms,Piperaceae,Peperomia,catharinae,Peperomia catharinae,holoepiphyte,NA,NA,NA,NA,2002,2006,Abundance,880,1310,20.8999996185303,Ombrophilous Forest,YES,NA
KERB_12291,KERB,E12291,PIRAQUARA,PARANA,PR,Brazil,ABUNDANCE,Mixed Ombrophilous Forest,-25.528984,-49.012214,Forest fragment,Haras Santo Antonio,Angiosperms,Bromeliaceae,Vriesea,friburgensis,Vriesea friburgensis,holoepiphyte,Fabaceae,Dalbergia,brasiliensis,Dalbergia brasiliensis,2002,2006,Abundance,1015,1701,20.3999996185303,Ombrophilous Forest,YES,NA
