scrubbed_species_binomial,verbatim_family,verbatim_scientific_name,family_matched,name_matched,name_matched_author,higher_plant_group,scrubbed_taxonomic_status,scrubbed_family,scrubbed_author,latitude,longitude,date_collected,datasource,dataset,dataowner,custodial_institution_codes,collection_code,datasource_id,is_new_world
NA,Chrysobalanaceae,Licania Aubl.,Chrysobalanaceae,Licania,Aubl.,flowering plants,Accepted,Chrysobalanaceae,Aubl.,-14.193889,-49.276944,2016-08-30,GBIF,Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM),Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM),Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM),HDJF,2939,1
Tetrapterys mucronata,Malpighiaceae,Tetrapterys mucronata Cav.,Malpighiaceae,Tetrapterys mucronata,Cav.,flowering plants,Accepted,Malpighiaceae,Cav.,-22.076111,-42.844722,2000-08-07,GBIF,"Instituto de Botânica, IBT","Instituto de Botânica, IBT","Instituto de Botânica, IBT",SP,3012,1
Cereus jamacaru,Cactaceae,Cereus jamacaru DC.,Cactaceae,Cereus jamacaru,DC.,flowering plants,Accepted,Cactaceae,DC.,NA,NA,2016-04-22,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Becquerelia cymosa,Cyperaceae,Becquerelia cymosa,Cyperaceae,Becquerelia cymosa,Brongn.,flowering plants,Accepted,Cyperaceae,Brongn.,-1.266667,-67.3,1987-01-01,SpeciesLink,INPA,INPA,INPA,INPA-Herbario,619,1
NA,Asteraceae,Asteraceae,Asteraceae,Asteraceae,Bercht. & J. Presl,flowering plants,Accepted,Asteraceae,Bercht. & J. Presl,-25.380944,-49.1195,2011-02-28,GBIF,PNFM,PNFM,PNFM,IRAI,1954,1
Trigonia nivea,Trigoniaceae,Trigonia nivea var. nivea,Trigoniaceae,Trigonia nivea var. nivea,NA,flowering plants,Accepted,Trigoniaceae,NA,-11.909722,-40.579444,2002-05-14,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
Nectandra puberula,Lauraceae,Nectandra puberula Nees,Lauraceae,Nectandra puberula,(Schott) Nees,flowering plants,Accepted,Lauraceae,(Schott) Nees,-26.183333,-49.25,2001-03-03,GBIF,Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),ALCB,2879,1
Cuphea sessilifolia,Lythraceae,Cuphea sessilifolia Mart.,Lythraceae,Cuphea sessilifolia,Mart.,flowering plants,Accepted,Lythraceae,Mart.,-13.021111,-44.258611,2010-03-14,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
Muhlenbergia beyrichiana,Poaceae(=Gramineae),Pereilema brasilianum,Poaceae,Pereilema brasilianum,Trin.,flowering plants,Accepted,Poaceae,Kunth,-19.2744,-44.4042,1957-06-10,SpeciesLink,IAC,IAC,IAC,IAC,1365,1
Phoradendron affine,Santalaceae,Phoradendron affine (Pohl ex DC.) Engl. & Krause,Santalaceae,Phoradendron affine,(Pohl ex DC.) Engl. & K. Krause,flowering plants,Accepted,Santalaceae,(Pohl ex DC.) Engl. & K. Krause,-8.568611,-37.241667,2006-05-17,GBIF,IPA,IPA,IPA,IPA,3347,1
NA,Lejeuneaceae,Ceratolejeunea,Lejeuneaceae,Ceratolejeunea,(Spruce) Schiffn.,bryophytes,Accepted,Lejeuneaceae,(Spruce) Schiffn.,-0.763889,-66.833333,1979-01-01,SpeciesLink,INPA,INPA,INPA,INPA-Herbario,619,1
Byttneria filipes,Malvaceae,Byttneria filipes Mart. ex K.Schum.,Malvaceae,Byttneria filipes,Mart. ex K. Schum.,flowering plants,Accepted,Malvaceae,Mart. ex K. Schum.,-12.533333,-39.083333,1980-05-01,GBIF,Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),ALCB,2879,1
Commelina rufipes,Commelinaceae,Commelina rufipes var. glabrata (D.R.Hunt) Faden & D.R.Hunt,Commelinaceae,Commelina rufipes var. glabrata,(D.R. Hunt) Faden & D.R. Hunt,flowering plants,Accepted,Commelinaceae,(D.R. Hunt) Faden & D.R. Hunt,-10.503333,-37.0525,2008-11-17,GBIF,"Universidade Federal de Sergipe, UFS","Universidade Federal de Sergipe, UFS","Universidade Federal de Sergipe, UFS",ASE,3114,1
NA,MIMOSACEAE,MIMOSACEAE,Mimosaceae,Mimosaceae,R. Br.,flowering plants,Accepted,Mimosaceae,R. Br.,-13.802222,-39.1675,2008-07-04,SpeciesLink,UESC,UESC,UESC,HUESC,1355,1
Dacryodes chimantensis,Burseraceae,Dacryodes chimantensis Steyerm. & Maguire,Burseraceae,Dacryodes chimantensis,Steyerm. & Maguire,flowering plants,Accepted,Burseraceae,Steyerm. & Maguire,-2.516667,-59.83,1990-08-21,GBIF,Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),"Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",2095,1
Saccharum villosum,Poaceae,Saccharum villosum Steud.,Poaceae,Saccharum villosum,Steud.,flowering plants,Accepted,Poaceae,Steud.,-23.24056,-46.30112,2013-11-13,GBIF,UNICAMP,UNICAMP,UNICAMP,UEC,2136,1
Pterocaulon balansae,Asteraceae,Pterocaulon balansae,Asteraceae,Pterocaulon balansae,Chodat,flowering plants,Accepted,Asteraceae,Chodat,-27.180083,-50.57996,2008-03-14,SpeciesLink,FURB,FURB,FURB,FURB,1278,1
NA,Lecythidaceae,Lecythidaceae Eschweilera unknown,Lecythidaceae,Eschweilera,Mart. ex DC.,flowering plants,Accepted,Lecythidaceae,Mart. ex DC.,-1.72358,-51.4309,2006-11-12,TEAM,Caxiuanã,Fernanda Santos,NA,NA,36,1
NA,Commelinaceae,Commelinaceae,Commelinaceae,Commelinaceae,Mirb.,flowering plants,Accepted,Commelinaceae,Mirb.,-20.427222,-40.327778,1989-05-19,SpeciesLink,UFES,UFES,UFES,VIES,1307,1
Banisteriopsis campestris,Malpighiaceae,Banisteriopsis campestris,Malpighiaceae,Banisteriopsis campestris,(A. Juss.) Little,flowering plants,Accepted,Malpighiaceae,(A. Juss.) Little,-23.313333,-48.526389,1996-01-27,SpeciesLink,UNICAMP,UNICAMP,UNICAMP,UEC,1030,1
Dicliptera mucronifolia,Acanthaceae,Dicliptera mucronifolia Nees,Acanthaceae,Dicliptera mucronifolia,Nees,flowering plants,Accepted,Acanthaceae,Nees,-7.186111,-37.431389,1997-09-27,GBIF,UFPB,UFPB,UFPB,JPB,3165,1
Stylosanthes scabra,Fabaceae,Stylosanthes scabra Vogel,Fabaceae,Stylosanthes scabra,Vogel,flowering plants,Accepted,Fabaceae,Vogel,-10.8339,-52.8731,NA,GBIF,F,F,F,Botany,3567,1
NA,Moraceae,Sorocea sp.,Moraceae,Sorocea,A. St.-Hil.,flowering plants,Accepted,Moraceae,A. St.-Hil.,-6.8037,-35.0863,2010-01-20,SpeciesLink,UFPB,UFPB,UFPB,JPB,306,1
Chromolaena horminoides,Asteraceae,Chromolaena horminoides DC.,Asteraceae,Chromolaena horminoides,DC.,flowering plants,Accepted,Asteraceae,DC.,-21.0503,-46.3553,2003-05-06,GBIF,UNICAMP,UNICAMP,UNICAMP,UEC,2136,1
Davilla cuspidulata,Dilleniaceae,Davilla cuspidulata Mart. ex Eichler,Dilleniaceae,Davilla cuspidulata,Mart. ex Eichler,flowering plants,Accepted,Dilleniaceae,Mart. ex Eichler,-2.883333,-59.97,1996-10-23,GBIF,Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),"Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",2095,1
Elaphoglossum obovatum,Dryopteridaceae,Elaphoglossum obovatum Mickel,Dryopteridaceae,Elaphoglossum obovatum,Mickel,ferns and allies,Accepted,Dryopteridaceae,Mickel,-2.883333,-59.97,1995-05-03,GBIF,Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),"Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",2095,1
Matelea stenopetala,Apocynaceae,Matelea stenopetala Sandwith,Apocynaceae,Matelea stenopetala,Sandwith,flowering plants,Accepted,Apocynaceae,Sandwith,-9.336667,-56.815,2012-01-05,GBIF,UNEMAT,UNEMAT,UNEMAT,HERBAM,1849,1
NA,Calophyllaceae,Kielmeyera Mart.,Calophyllaceae,Kielmeyera,NA,flowering plants,Accepted,Calophyllaceae,NA,-22.5709,-43.0108,2014-03-12,GBIF,UNICAMP,UNICAMP,UNICAMP,UEC,2136,1
Aechmea bromeliifolia,Bromeliaceae,Aechmea bromeliifolia bromeliifolia,Bromeliaceae,Aechmea bromeliifolia var. bromeliifolia,NA,flowering plants,Accepted,Bromeliaceae,(Rudge) Baker,-18.593333,-39.732222,1992-08-25,SpeciesLink,UFES,UFES,UFES,VIES,1307,1
Oxalis psoraleoides,Oxalidaceae,Oxalis psoraleoides Kunth,Oxalidaceae,Oxalis psoraleoides,Kunth,flowering plants,Accepted,Oxalidaceae,Kunth,-9.626111,-37.378333,2000-07-14,GBIF,IMA,IMA,IMA,MAC,2458,1
NA,Fabaceae,Galactia P.Browne,Fabaceae,Galactia,P. Browne,flowering plants,Accepted,Fabaceae,P. Browne,-16.59,-43.2,2001-11-13,GBIF,UNICAMP,UNICAMP,UNICAMP,UEC,2136,1
Spigelia pulchella,Loganiaceae,Spigelia pulchella Mart.,Loganiaceae,Spigelia pulchella,Mart.,flowering plants,Accepted,Loganiaceae,Mart.,-13.583333,-41.3,NA,GBIF,Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),CEPEC,2724,1
NA,Polygalaceae,Caamembeca J.F.B.Pastore,Polygalaceae,Caamembeca,J.F.B. Pastore,flowering plants,Accepted,Polygalaceae,J.F.B. Pastore,-22.409722,-43.230833,2006-03-13,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Isopterygium tenerifolium,Hypnaceae,"Isopterygium tenerifolium Mitten, 1869",Hypnaceae,Isopterygium tenerifolium,Mitt.,bryophytes,Accepted,Hypnaceae,Mitt.,-15.833083,-48.033389,2006-08-19,GBIF,Universidade do Estado de Mato Grosso (UNEMAT),Universidade do Estado de Mato Grosso (UNEMAT),Universidade do Estado de Mato Grosso (UNEMAT),HPAN,1711,1
NA,Styracaceae,Styrax,Styracaceae,Styrax,L.,flowering plants,Accepted,Styracaceae,L.,-12,-41,1997-02-28,SpeciesLink,UFBA,UFBA,UFBA,ALCB,1028,1
Clematis dioica,Ranunculaceae,Clematis dioica L.,Ranunculaceae,Clematis dioica,L.,flowering plants,Accepted,Ranunculaceae,L.,-19.909167,-40.591667,2007-07-12,GBIF,MBML,MBML,MBML,MBML-HERBARIO,3510,1
Iryanthera juruensis,Myristicaceae,Iryanthera juruensis Warb.,Myristicaceae,Iryanthera juruensis,Warb.,flowering plants,Accepted,Myristicaceae,Warb.,-2.883333,-59.97,1976-09-29,GBIF,Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),"Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",2095,1
NA,Cyperaceae,Cyperaceae,Cyperaceae,Cyperaceae,Juss.,flowering plants,Accepted,Cyperaceae,Juss.,-12.616667,-56.366667,1997-06-12,SpeciesLink,UNICAMP,UNICAMP,UNICAMP,UEC,1030,1
Pouteria caimito,Sapotaceae,Pouteria caimito Radlk.,Sapotaceae,Pouteria caimito,(Ruiz & Pav.) Radlk.,flowering plants,Accepted,Sapotaceae,(Ruiz & Pav.) Radlk.,NA,NA,NA,GBIF,F,F,F,Botany,3567,1
NA,Melastomataceae,Microlicia D.Don,Melastomataceae,Microlicia,D. Don,flowering plants,Accepted,Melastomataceae,D. Don,-14.12,-47.52,1994-05-30,GBIF,US,US,US,Botany,3271,1
Ficus organensis,Moraceae,Ficus organensis Miq.,Moraceae,Ficus organensis,Miq.,flowering plants,Accepted,Moraceae,Miq.,-29.3,-53.4,NA,GBIF,UNEX,UNEX,UNEX,UNEX,3315,1
Rhynchospora splendens,CYPERACEAE,Rhynchospora splendens,Cyperaceae,Rhynchospora splendens,Lindm.,flowering plants,Accepted,Cyperaceae,Lindm.,-24.075556,-49.081389,2008-05-28,SpeciesLink,IF,IF,IF,SPSF,1153,1
Raddia soderstromii,Poaceae,"Raddia soderstromii R.P.Oliveira, L.G.Clark & Judz.",Poaceae,Raddia soderstromii,"R.P. Oliveira, L.G. Clark & Judz.",flowering plants,Accepted,Poaceae,"R.P. Oliveira, L.G. Clark & Judz.",-15.01667,-39.8,1972-05-11,GBIF,W,W,W,Herbarium W,3736,1
Pterogyne nitens,Leguminosae-Caes.,Pterogyne nitens,Fabaceae,Pterogyne nitens,Tul.,flowering plants,Accepted,Fabaceae,Tul.,-13.633333,-41.833333,1991-05-25,SpeciesLink,UFBA,UFBA,UFBA,ALCB,1028,1
Senna uniflora,Fabaceae,Senna uniflora (Mill.) H.S.Irwin & Barneby,Fabaceae,Senna uniflora,(Mill.) H.S. Irwin & Barneby,flowering plants,Accepted,Fabaceae,(Mill.) H.S. Irwin & Barneby,-12.463056,-40.978056,2016-03-13,GBIF,Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),Universidade Federal da Bahia (UFBA),ALCB,2879,1
NA,Passifloraceae,Passifloraceae,Passifloraceae,Passifloraceae,Juss. ex Roussel,flowering plants,Accepted,Passifloraceae,Juss. ex Roussel,-15.906389,-48.011389,2015-09-19,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
Ilex paraguariensis,AQUIFOLIACEAE,Ilex paraguariensis,Aquifoliaceae,Ilex paraguariensis,A. St.-Hil.,flowering plants,Accepted,Aquifoliaceae,A. St.-Hil.,-23.966667,-47.1,2006-04-01,SpeciesLink,IF,IF,IF,SPSF,1153,1
Rhynchospora cephalotes,Cyperaceae,Rhynchospora cephalotes Vahl,Cyperaceae,Rhynchospora cephalotes,(L.) Vahl,flowering plants,Accepted,Cyperaceae,(L.) Vahl,-11.985278,-37.680278,1996-08-01,GBIF,UFPE,UFPE,UFPE,UFP,2854,1
NA,Piperaceae,Piper L.,Piperaceae,Piper,L.,flowering plants,Accepted,Piperaceae,L.,-18.583889,-51.141389,2008-01-23,GBIF,Universidade Federal de Goiás (UFG),Universidade Federal de Goiás (UFG),Universidade Federal de Goiás (UFG),HJ,1627,1
NA,Melastomataceae,Miconia Ruiz & Pav.,Melastomataceae,Miconia,Ruiz & Pav.,flowering plants,Accepted,Melastomataceae,Ruiz & Pav.,-11.3747,-37.4244,2013-09-20,GBIF,UFPB,UFPB,UFPB,JPB,3165,1
Vellozia pulchra,VELLOZIACEAE,Vellozia pulchra,Velloziaceae,Vellozia pulchra,L.B. Sm.,flowering plants,Accepted,Velloziaceae,L.B. Sm.,-19.343611,-40.552222,2007-03-20,SpeciesLink,MBML,MBML,MBML,MBML-Herbario,125,1
Piper obliquum,Piperaceae,Piper obliquum Ruiz & Pav.,Piperaceae,Piper obliquum,Ruiz & Pav.,flowering plants,Accepted,Piperaceae,Ruiz & Pav.,-9.33333,-69,1933-08-03,MO,MO,MO,MO,NA,280,1
Oxalis frutescens,Oxalidaceae,Oxalis frutescens subsp. frutescens,Oxalidaceae,Oxalis frutescens subsp. frutescens,NA,flowering plants,Accepted,Oxalidaceae,NA,-10.488333,-40.478889,2000-02-24,GBIF,USP,USP,USP,SPF,3527,1
Micropholis guyanensis,Sapotaceae,Micropholis guyanensis subsp. duckeana (Baehni) T.D.Penn.,Sapotaceae,Micropholis guyanensis subsp. duckeana,(Baehni) T.D. Penn.,flowering plants,Accepted,Sapotaceae,(Baehni) T.D. Penn.,-2.883333,-59.97,1976-07-07,GBIF,Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),"Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",2095,1
Lundia densiflora,Bignoniaceae,Lundia densiflora DC.,Bignoniaceae,Lundia densiflora,DC.,flowering plants,Accepted,Bignoniaceae,DC.,-8.93361,-72.56166,2001-04-30,MO,"MO, NY","MO, NY","MO, NY",NA,280,1
Ocotea brachybotra,lauraceae,ocotea brachybotra,Lauraceae,Ocotea brachybotra,(Meisn.) Mez,flowering plants,Accepted,Lauraceae,(Meisn.) Mez,-23.7155,-47.0729,2000-03-01,SpeciesLink,FAPESP,FAPESP,FAPESP,SinBiota,196,1
NA,NA,Plantae,Plantaginaceae,Plantago,L.,flowering plants,Accepted,Plantaginaceae,L.,-23.435,-51.968333,1990-06-22,GBIF,UEM,UEM,UEM,HUEM,2180,1
Cardiospermum corindum,Sapindaceae,Cardiospermum corindum L.,Sapindaceae,Cardiospermum corindum,L.,flowering plants,Accepted,Sapindaceae,L.,-9.2,-38.29,1982-06-26,GBIF,UNICAMP,UNICAMP,UNICAMP,UEC,2136,1
Eryngium juncifolium,Umbelliferae,Eryngium juncifolium,Apiaceae,Eryngium juncifolium,Mathias & Constance,flowering plants,Accepted,Apiaceae,Mathias & Constance,-14.97,-47.37,1966-03-28,SpeciesLink,UnB,UnB,UnB,UB,1227,1
Casearia ulmifolia,Salicaceae,Casearia ulmifolia Vahl ex Vent.,Salicaceae,Casearia ulmifolia,Vahl ex Vent.,flowering plants,Accepted,Salicaceae,Vahl ex Vent.,NA,NA,2017-04-17,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
Mimosa claussenii,Fabaceae,Mimosa claussenii Benth.,Fabaceae,Mimosa claussenii,Benth.,flowering plants,Accepted,Fabaceae,Benth.,-15.583333,-47.883333,1996-12-20,GBIF,UnB,UnB,UnB,UB,3120,1
NA,Arecaceae,Bactris,Arecaceae,Bactris,Jacq. ex Scop.,flowering plants,Accepted,Arecaceae,Jacq. ex Scop.,-16.398389,-40.060806,2004-03-08,SpeciesLink,UFMG,UFMG,UFMG,BHCB,501,1
Echinodorus floribundus,Alismataceae,Echinodorus floribundus (Seub.) Seub.,Alismataceae,Echinodorus floribundus,(Seub.) Seub.,flowering plants,Accepted,Alismataceae,(Seub.) Seub.,-18.604472,-56.831194000000004,2002-09-13,GBIF,Fundação Universidade Federal de Mato Grosso do Sul (UFMS),Fundação Universidade Federal de Mato Grosso do Sul (UFMS),Fundação Universidade Federal de Mato Grosso do Sul (UFMS),CGMS,2258,1
Cordia trichoclada,Ehretiaceae,Cordia trichoclada DC.,Boraginaceae,Cordia trichoclada,DC.,flowering plants,Accepted,Boraginaceae,DC.,-22.55,-43.266667,2000-07-27,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
Virola calophylla,Myristicaceae,Virola calophylla Warb.,Myristicaceae,Virola calophylla,(Spruce) Warb.,flowering plants,Accepted,Myristicaceae,(Spruce) Warb.,-10.8339,-52.8731,NA,GBIF,F,F,F,Botany,3567,1
NA,Fabaceae,Macrolobium Schreb.,Fabaceae,Macrolobium,Schreb.,flowering plants,Accepted,Fabaceae,Schreb.,-0.165556,-66.998333,2013-03-29,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
Monogereion carajensis,Asteraceae,Monogereion carajensis G.M.Barroso & R.M.King,Asteraceae,Monogereion carajensis,G.M. Barroso & R.M. King,flowering plants,Accepted,Asteraceae,G.M. Barroso & R.M. King,-6.4,-50.352778,2012-03-20,GBIF,Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),Universidade Federal de Minas Gerais (UFMG),BHCB,2515,1
NA,Marantaceae,Ctenanthe,Marantaceae,Ctenanthe,Eichler,flowering plants,Accepted,Marantaceae,Eichler,-20.600278,-40.466667,1991-09-16,SpeciesLink,UFES,UFES,UFES,VIES,1307,1
Spigelia guianensis,Loganiaceae,Spigelia guianensis (Aubl.) Lemée,Loganiaceae,Spigelia guianensis,(Aubl.) Lemée,flowering plants,Accepted,Loganiaceae,(Aubl.) Lemée,-0.27,-66.58,1979-06-22,GBIF,K,K,K,Herbarium,3716,1
NA,MELIACEAE,Guarea,Meliaceae,Guarea,F. Allam. ex L.,flowering plants,Accepted,Meliaceae,F. Allam. ex L.,-0.5,-63.5833333,1987-10-08,SpeciesLink,JBRJ,JBRJ,JBRJ,JBRJ_RB,249,1
Virola elongata,Myristicaceae,Virola elongata (Benth.) Warb.,Myristicaceae,Virola elongata,(Benth.) Warb.,flowering plants,Accepted,Myristicaceae,(Benth.) Warb.,0.8,-63.35,1985-07-13,MO,MO,MO,MO,NA,280,1
NA,Moraceae,Ficus L.,Moraceae,Ficus,L.,flowering plants,Accepted,Moraceae,L.,1.817961,-61.01,2011-07-25,GBIF,Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),Instituto Nacional de Pesquisas da Amazônia (INPA),"Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",2095,1
Oxalis frutescens,Oxalidaceae,Oxalis frutescens Ruiz & Pav.,Oxalidaceae,Oxalis frutescens,Ruiz & Pav. ex G. Don,flowering plants,No opinion,Oxalidaceae,Ruiz & Pav. ex G. Don,-10.194444,-40.238889,2005-07-28,GBIF,UESB,UESB,UESB,HUESB,1632,1
Asplenium pseudonitidum,Aspleniaceae,Asplenium pseudonitidum Raddi,Aspleniaceae,Asplenium pseudonitidum,Raddi,ferns and allies,Accepted,Aspleniaceae,Raddi,-20.526944,-41.101667,2008-02-13,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
NA,Asteraceae,Mikania Willd.,Asteraceae,Mikania,Willd.,flowering plants,Accepted,Asteraceae,Willd.,-21.216667,-43.75,2017-03-25,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,1
NA,Fabaceae,Pithecellobium Mart.,Fabaceae,Pithecellobium,Mart.,flowering plants,Accepted,Fabaceae,Mart.,-5.3686,-49.1178,1949-06-09,GBIF,IAC,IAC,IAC,IAC,3493,1
NA,Malpighiaceae,Mcvaughia sergipana Amorim & R.F.Almeida,Malpighiaceae,Mcvaughia,W.R. Anderson,flowering plants,Accepted,Malpighiaceae,W.R. Anderson,-10.689722,-36.818889,NA,GBIF,Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),CEPEC,2724,1
Lipocarpha humboldtiana,Cyperaceae,Lipocarpha sellowiana Kunth,Cyperaceae,Lipocarpha sellowiana,Kunth,flowering plants,Accepted,Cyperaceae,Nees,-19.233333,-57.016667,1987-10-30,GBIF,Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA),Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA),Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA),CPAP,2018,1
Campyloneurum repens,Polypodiaceae,Campyloneurum crispum Fée,Polypodiaceae,Campyloneurum crispum,Fée,ferns and allies,Accepted,Polypodiaceae,(Aubl.) C. Presl,-23.883333,-51.15,2009-06-03,GBIF,"Universidade Estadual de Londrina, UEL","Universidade Estadual de Londrina, UEL","Universidade Estadual de Londrina, UEL",FUEL,1667,1
Bauhinia forficata,Fabaceae,Bauhinia forficata Link,Fabaceae,Bauhinia forficata,Link,flowering plants,Accepted,Fabaceae,Link,-25.0003353,-49.0006675,1982-01-05,MO,MO,MO,MO,NA,280,1
Phlegmariurus ruber,Lycopodiaceae,Lycopodium rubrum Cham.,Lycopodiaceae,Lycopodium rubrum,Cham. & Schltdl.,ferns and allies,Accepted,Lycopodiaceae,(Cham. & Schltdl.) B. Øllg.,-18,-44,NA,GBIF,F,F,F,Botany,3567,1
Stigmaphyllon bannisterioides,Malpighiaceae,Stigmaphyllon bannisterioides (L.) C.E.Anderson,Malpighiaceae,Stigmaphyllon bannisterioides,(L.) C.E. Anderson,flowering plants,Accepted,Malpighiaceae,(L.) C.E. Anderson,-0.94225,-46.726,2008-02-09,GBIF,Universidade Federal do Pará (UFPA),Universidade Federal do Pará (UFPA),Universidade Federal do Pará (UFPA),HBRA,1766,1
NA,Annonaceae,"Ephedranthus dimerus J.C.Lopes, Chatrou & Mello-Silva",Annonaceae,Ephedranthus,S. Moore,flowering plants,Accepted,Annonaceae,S. Moore,-19.13,-40.05,1999-02-13,GBIF,K,K,K,Herbarium,3716,1
NA,Aquifoliaceae,Ilex L.,Aquifoliaceae,Ilex,L.,flowering plants,Accepted,Aquifoliaceae,L.,-14.145833,-45.693333,NA,GBIF,Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC),CEPEC,2724,1
Crotalaria hilariana,Fabaceae,Crotalaria hilariana,Fabaceae,Crotalaria hilariana,Benth.,flowering plants,Accepted,Fabaceae,Benth.,-25.524,-49.177611,2009-10-10,SpeciesLink,PNFM,PNFM,PNFM,IRAI,1367,1
Pouteria reticulata,Sapotaceae,Sapotaceae Pouteria reticulata,Sapotaceae,Pouteria reticulata,(Engl.) Eyma,flowering plants,Accepted,Sapotaceae,(Engl.) Eyma,NA,NA,2007-08-29,TEAM,Manaus,Eduardo Eler,NA,NA,42,1
NA,Smilacaceae,Smilax L.,Smilacaceae,Smilax,L.,flowering plants,Accepted,Smilacaceae,L.,-27.413056,-52.744722,2008-11-05,GBIF,UCS,UCS,UCS,HUCS,3380,1
Talisia croatii,Sapindaceae,Talisia croatii Acev.-Rodr.,Sapindaceae,Talisia croatii,Acev.-Rodr.,flowering plants,Accepted,Sapindaceae,Acev.-Rodr.,-10.12,-69.22,1993-10-28,GBIF,US,US,US,Botany,3271,1
Macrosiphonia velame,Apocynaceae,Macrosiphonia velame (A.St.-Hil.) Müll.Arg.,Apocynaceae,Macrosiphonia velame,(A. St.-Hil.) Müll. Arg.,flowering plants,Accepted,Apocynaceae,(A. St.-Hil.) Müll. Arg.,-10.8339,-52.8731,1866-03-01,GBIF,F,F,F,Botany,3567,1
Machaerium fulvovenosum,Fabaceae(=Leguminosae)-Faboideae(=Papilionoideae),Machaerium fulvovenosum,Fabaceae,Machaerium fulvovenosum,Lima,flowering plants,Accepted,Fabaceae,Lima,-20.848889,-41.1125,2008-10-10,SpeciesLink,UFES,UFES,UFES,VIES,1307,1
NA,Orchidaceae,Phymatidium Lindl.,Orchidaceae,Phymatidium,Lindl.,flowering plants,Accepted,Orchidaceae,Lindl.,NA,NA,2012-11-21,GBIF,UnB,UnB,UnB,UB,3120,1
Amphilophium dolichoides,Bignoniaceae,Pithecoctenium dolichoides (Cham.) Bureau ex K. Schum.,Bignoniaceae,Pithecoctenium dolichoides,(Cham.) Bureau ex K. Schum.,flowering plants,Accepted,Bignoniaceae,(Cham.) L.G. Lohmann,-23.3333333,-46.0333333,1985-01-05,MO,MO,MO,MO,NA,280,1
NA,Iridaceae,Iridaceae,Iridaceae,Iridaceae,Juss.,flowering plants,Accepted,Iridaceae,Juss.,-1.18722,-46.66889,2003-08-15,GBIF,MNHN,MNHN,MNHN,P,3541,1
Eichhornia paniculata,Pontederiaceae,Eichhornia paniculata Solms,Pontederiaceae,Eichhornia paniculata,(Spreng.) Solms,flowering plants,Accepted,Pontederiaceae,(Spreng.) Solms,-12.883333,-39.85,1996-12-12,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,1
