database_id,occurrenceID,scientificName,decimalLatitude,decimalLongitude,eventDate,family,country,stateProvince,county,locality,coordinatePrecision,basisOfRecord,taxonRank,identifiedBy,coordinateUncertaintyInMeters,recordedBy,cntr_suggested,cntr_iso2c,decimalLongitude_modified,decimalLatitude_modified,iso2c,iso3c,.xy_issue
AT_TREES_2785,NA,Plathymenia reticulata,-3.22556,-40.6967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2786,NA,Vochysia tucanorum,-18.9689,-49.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2787,NA,Handroanthus heptaphyllus,-2.95278,-45.6653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2788,NA,Stephanopodium blanchetianum,-16.8386111,-39.6313889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2789,NA,Brunfelsia pilosa,-23.9161,-51.9792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2790,NA,Apuleia leiocarpa,-3.37,-50.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2791,NA,Nectandra membranacea,-22.4575,-44.6066667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2792,NA,Piper marginatum,-8.05389,-34.881100000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2793,NA,Mollinedia clavigera,-23.4,-51.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2794,NA,Citronella paniculata,-22.9,-47.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2795,NA,Anthodiscus amazonicus,-9.681944,-64.984444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2796,NA,Eugenia aurata,-20.816667,-54.483333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2797,NA,Leandra regnellii,-27.6881,-48.7786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2798,NA,Psychotria mapourioides,-12.55,-41.433333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2799,NA,Piper crassinervium,-24.156389,-53.028333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2800,NA,Croton urucurana,-20.1433,-44.1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2801,NA,Berberis laurina,-25.7697,-49.7158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2802,NA,Cestrum intermedium,-23.453056,-46.768611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2803,NA,Sparattosperma leucanthum,-22.55,-43.266667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2804,NA,Virola sebifera,-16.4064,-49.2186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2805,NA,Byrsonima crassifolia,-12.1,-45.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2806,NA,Psychotria carthagenensis,-7.8388889,-35.0027778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2807,NA,Casearia obliqua,-24.5094,-50.4136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2808,NA,Guapira opposita,-29.393611,-49.846111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2809,NA,Maclura tinctoria,-19.132858,-40.08469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2810,NA,Tapirira obtusa,-21.1869,-43.9758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2811,NA,Tocoyena formosa,-12.17,-45.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2812,NA,Myrceugenia bracteosa,-25.23,-50.6044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2813,NA,Senna velutina,-16.75,-46.383333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2814,NA,Myrcia laruotteana,-26.82,-52.016944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2815,NA,Tetrastylidium grandifolium,-15.9508,-39.5339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2816,NA,Guatteria ferruginea,-19.9356,-40.6003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2817,NA,Amaioua intermedia,-14.2775,-38.9967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2818,NA,Couepia grandiflora,-14.9467,-46.2319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2819,NA,Pouteria cuspidata,-1.83,-59.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2820,NA,Ocotea lancifolia,-18.82,-43.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2821,NA,Ficus obtusiuscula,-20.4164,-42.9086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2822,NA,Salzmannia nitida,-6.238888889,-35.06472222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2823,NA,Senegalia tenuifolia,-7.5,-70.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2824,NA,Solanum rhytidoandrum,-6.51,-35.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2825,NA,Xylopia frutescens,-11.0319,-37.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2826,NA,Mimosa tenuiflora,-6.15222,-37.7661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2827,NA,Calyptranthes concinna,-25.5,-49.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2828,NA,Henriettea succosa,-12.04,-37.7105556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2829,NA,Sapium glandulosum,-23.25708333,-45.04247222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2830,NA,Lantana camara,-25.02,-50.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2831,NA,Dodonaea viscosa,-23.18,-46.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2832,NA,Ocotea porosa,-26.3958,-52.4708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2833,NA,Humiria balsamifera,-14.17,-39.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2834,NA,Salacia elliptica,-6.533333,-44.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2835,NA,Geoffroea spinosa,-6.00306,-40.2928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2836,NA,Paralychnophora santosii,-16.55,-42.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2837,NA,Dahlstedtia pinnata,-26.9215,-49.071839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2838,NA,Mabea fistulifera,-22.5755,-50.0583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2839,NA,Virola gardneri,-22.8806,-49.2389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2840,NA,Indigofera suffruticosa,-23.19,-49.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2841,NA,Cordia toqueve,2.67,-60.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2842,NA,Styrax ferrugineus,-22.8,-48.733333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2843,NA,Miconia ligustroides,-15.78,-47.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2844,NA,Cordia exaltata,-1.76556,-55.8661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2845,NA,Mollinedia fruticulosa,-20.7539,-42.8819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2846,NA,Myrciaria ferruginea,-8.9725,-35.9394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2847,NA,Guapira laxiflora,-15.395833,-39.566111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2848,NA,Ocotea catharinensis,-26.192511,-49.047789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2849,NA,Aspidosperma pyrifolium,-5.65806,-38.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2850,NA,Campomanesia pubescens,-22.8,-48.297222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2851,NA,Ficus maxima,-9.97472,-67.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2852,NA,Swartzia apetala,-10.685,-37.4253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2853,NA,Pseudopiptadenia psilostachya,-22.7439,-43.7075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2854,NA,Inga capitata,-9.9288889,-67.8713889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2855,NA,Inga edulis,-14.8,-39.166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2856,NA,Manihot tripartita,-17.8814,-51.7144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2857,NA,Psychotria suterella,-29.6036,-52.6831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2858,NA,Clusia nemorosa,-13.087778,-38.789722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2859,NA,Rinorea bahiensis,-14.7333333,-39.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2860,NA,Tachigali paratyensis,-22.55,-43.2666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2861,NA,Cybianthus detergens,-16.5666667,-42.9083333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2862,NA,Pera glabrata,-24.895,-47.805556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2863,NA,Maytenus gonoclada,-24.5094,-48.8425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2864,NA,Myrcia multiflora,-15.864392,-52.284239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2865,NA,Hevea brasiliensis,-17.383333,-54.718889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2866,NA,Picramnia sellowii,-22.28,-48.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2867,NA,Himatanthus sucuuba,-2.15222,-56.0922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2868,NA,Pterogyne nitens,-22.2197,-49.8194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2869,NA,Miconia calvescens,-20.161415,-40.307409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2870,NA,Ilex dumosa,-24.32,-46.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2871,NA,Bauhinia acuruana,-11.423056,-41.208333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2872,NA,Mimosa bimucronata,-22.8416666,-48.5130556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2873,NA,Psidium rufum,-21.85,-47.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2874,NA,Forsteronia leptocarpa,-14.3125,-39.3233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2875,NA,Cryptocarya moschata,-23.52,-47.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2876,NA,Rudgea viburnoides,-19.5136,-43.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2877,NA,Indigofera suffruticosa,-10.7481,-62.2158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2878,NA,Guettarda sericea,-9.715,-37.5733333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2879,NA,Miconia chamissois,-19.92,-43.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2880,NA,Eugenia umbellata,-19.9208,-43.9378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2881,NA,Albizia polycephala,-21.1306,-42.3664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2882,NA,Psidium grandifolium,-12.5289,-41.5589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2883,NA,Himatanthus obovatus,-14.2,-57.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2884,NA,Apeiba tibourbou,-15.166667,-59.416667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2885,NA,Nectandra grandiflora,-27.6153,-48.6275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2886,NA,Plenckia populnea,-19.9856,-43.8467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2887,NA,Beilschmiedia taubertiana,-19.5394,-40.6306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2888,NA,Solanum argenteum,-23.2758,-51.2783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2889,NA,Himatanthus phagedaenicus,-7.115,-34.8631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2890,NA,Galipea jasminiflora,-21.27,-47.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2891,NA,Calyptranthes brasiliensis,-12.4186,-41.7703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2892,NA,Cupania vernalis,-23.9014,-51.2294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2893,NA,Lonchocarpus sericeus,-4.45528,-43.8856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2894,NA,Tithonia diversifolia,-22.01,-47.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2895,NA,Symplocos nitidiflora,-25.6,-48.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2896,NA,Casearia grandiflora,0.616667,-51.833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2897,NA,Senegalia polyphylla,-21.279722,-52.056389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2898,NA,Inga marginata,-22.3488889,-42.3311111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2899,NA,Anadenanthera colubrina,-12.7119,-39.6981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2900,NA,Mabea fistulifera,-20.754167,-42.881667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2901,NA,Cyathea atrovirens,-27.449722,-49.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2902,NA,Vitex cymosa,-3.10194,-60.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2903,NA,Piper arboreum,-22.9056,-47.0608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2904,NA,Heterocondylus alatus,-26.640278,-49.590556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2905,NA,Myrcia guianensis,-15.908483,-51.267242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2906,NA,Jatropha mutabilis,-11.491389,-41.327778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2907,NA,Miconia sellowiana,-21.96,-46.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2908,NA,Eugenia ramboi,-29.9178,-51.1836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2909,NA,Piper cuyabanum,-19.63,-43.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2910,NA,Styrax leprosus,-28.035,-50.849722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2911,NA,Psidium acutangulum,-9.411111111,-68.12388889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2912,NA,Chrysophyllum flexuosum,-14.32,-39.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2913,NA,Alchornea glandulosa,-22.43,-47.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2914,NA,Matayba juglandifolia,-21.838889000000002,-46.564722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2915,NA,Myrsine gardneriana,-28.6678,-50.4167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2916,NA,Inga laurina,-22.9597,-44.0406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2917,NA,Himatanthus obovatus,-17.22,-46.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2918,NA,Chamaecrista ensiformis,-22.5833333,-43.0333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2919,NA,Trichilia pallens,-26.28,-48.961944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2920,NA,Calyptranthes lucida,-23.413333,-45.129722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2921,NA,Sarcaulus brasiliensis,-3.37833,-68.8725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2922,NA,Ficus obtusiuscula,-21.1141,-47.7458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2923,NA,Ocotea pulchella,-18.6472,-48.1872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2924,NA,Ocotea notata,-16.5,-39.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2925,NA,Miconia ciliata,3.35972,-59.8333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2926,NA,Agonandra brasiliensis,-14.9467,-46.2319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2927,NA,Clidemia hirta,-12.02,-38.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2928,NA,Forsteronia leptocarpa,-25.4769,-48.8344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2929,NA,Trichilia claussenii,-23.1169,-46.5503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2930,NA,Myrsine gardneriana,-27.629167,-49.410833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
AT_TREES_2931,NA,Tibouchina candolleana,-15.9725,-47.891667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
